history_id,placement_id,status,period_start,period_end,employer_id,job_title,exit_reason_code,exit_reason_text
798,1215,active,2025-07-17,,30.0,Hospitality Helper (low-relevance role),,
799,1217,ended,2025-07-10,2025-10-08,29.0,Hospitality Helper (low-relevance role),better_opportunity,Moved to a better opportunity
800,1218,active,2025-06-15,,28.0,Hospitality Associate,,
801,1220,active,2025-07-19,,27.0,Hospitality Helper (low-relevance role),,
802,1224,active,2025-05-22,,25.0,Hospitality Helper (low-relevance role),,
803,1225,ended,2025-06-12,2025-12-09,,Hospitality Associate,health,Health-related reasons
804,1231,ended,2025-05-25,2026-05-20,26.0,Hospitality Helper (low-relevance role),low_wage,Left due to low wage relative to workload
805,1233,active,2025-05-23,,27.0,Hospitality Helper (low-relevance role),,
806,1235,ended,2025-06-01,2025-11-28,30.0,Hospitality Helper (low-relevance role),family_reasons,Family circumstances changed
807,1238,active,2025-05-28,,29.0,Hospitality Associate,,
808,1240,ended,2025-06-20,2025-12-17,30.0,Hospitality Helper (low-relevance role),better_opportunity,Moved to a better opportunity
809,1241,ended,2025-06-27,2025-09-25,30.0,Hospitality Helper (low-relevance role),low_wage,Left due to low wage relative to workload
810,1242,active,2025-06-01,,,Hospitality Helper (low-relevance role),,
811,1243,active,2025-06-04,,,Hospitality Helper (low-relevance role),,
812,1247,active,2025-05-24,,,Hospitality Helper (low-relevance role),,
813,1248,active,2025-07-04,,30.0,Hospitality Helper (low-relevance role),,
814,1249,active,2025-06-10,,26.0,Hospitality Associate,,
815,1253,ended,2024-07-23,2025-01-19,25.0,Hospitality Helper (low-relevance role),low_wage,Left due to low wage relative to workload
816,1255,active,2024-06-25,,27.0,Hospitality Helper (low-relevance role),,
817,1257,ended,2024-07-28,2025-07-23,,Hospitality Helper (low-relevance role),skill_mismatch,Job did not match trained skillset
818,1258,active,2024-06-29,,27.0,Hospitality Helper (low-relevance role),,
819,1261,active,2024-06-28,,30.0,Hospitality Helper (low-relevance role),,
820,1262,active,2024-07-02,,28.0,Hospitality Helper (low-relevance role),,
821,1264,ended,2024-06-29,2024-09-27,28.0,Hospitality Associate,workplace_issues,Workplace conditions / employer issues
822,1268,active,2024-07-14,,,Hospitality Helper (low-relevance role),,
823,1270,ended,2024-06-12,2024-09-10,25.0,Hospitality Helper (low-relevance role),family_reasons,Family circumstances changed
824,1272,active,2024-08-13,,,Hospitality Helper (low-relevance role),,
825,1274,active,2024-07-06,,27.0,Hospitality Helper (low-relevance role),,
826,1278,active,2024-07-26,,27.0,Hospitality Helper (low-relevance role),,
827,1280,active,2024-07-18,,30.0,Hospitality Helper (low-relevance role),,
828,1283,ended,2024-08-09,2025-02-05,,Hospitality Helper (low-relevance role),location_mismatch,Commute / relocation issues
829,1286,active,2024-07-29,,26.0,Hospitality Helper (low-relevance role),,
830,1289,active,2024-07-22,,,Hospitality Associate,,
831,1290,active,2024-06-07,,,Hospitality Associate,,
832,1291,ended,2024-07-12,2025-07-07,26.0,Hospitality Associate,family_reasons,Family circumstances changed
833,1293,active,2024-08-08,,27.0,Hospitality Helper (low-relevance role),,
834,1294,active,2024-07-22,,29.0,Hospitality Associate,,
835,1295,active,2024-07-14,,25.0,Hospitality Helper (low-relevance role),,
836,1297,active,2024-06-14,,27.0,Hospitality Helper (low-relevance role),,
837,1302,active,2024-08-12,,26.0,Hospitality Associate,,
838,1303,active,2024-07-26,,27.0,Hospitality Helper (low-relevance role),,
839,1304,active,2024-07-30,,,Hospitality Helper (low-relevance role),,
840,1307,ended,2024-06-21,2024-12-18,29.0,Hospitality Helper (low-relevance role),low_wage,Left due to low wage relative to workload
841,1308,active,2024-06-25,,,Hospitality Helper (low-relevance role),,
842,1309,ended,2024-06-10,2025-06-05,,Hospitality Helper (low-relevance role),better_opportunity,Moved to a better opportunity
843,1310,active,2024-07-17,,28.0,Hospitality Helper (low-relevance role),,
844,1313,active,2025-03-28,,29.0,Hospitality Associate,,
845,1319,active,2025-03-22,,28.0,Hospitality Helper (low-relevance role),,
846,1321,active,2025-03-02,,,Hospitality Helper (low-relevance role),,
847,1322,active,2025-03-03,,26.0,Hospitality Associate,,
848,1323,active,2025-02-28,,28.0,Hospitality Helper (low-relevance role),,
849,1325,active,2025-02-20,,30.0,Hospitality Helper (low-relevance role),,
850,1326,active,2025-03-21,,29.0,Hospitality Helper (low-relevance role),,
851,1327,ended,2025-04-25,2025-10-22,27.0,Hospitality Helper (low-relevance role),low_wage,Left due to low wage relative to workload
852,1329,active,2025-03-21,,25.0,Hospitality Helper (low-relevance role),,
853,1332,active,2025-04-18,,27.0,Hospitality Associate,,
854,1333,active,2025-03-20,,29.0,Hospitality Helper (low-relevance role),,
855,1335,ended,2025-02-20,2025-08-19,27.0,Hospitality Helper (low-relevance role),location_mismatch,Commute / relocation issues
856,1336,active,2025-03-21,,,Hospitality Helper (low-relevance role),,
857,1337,active,2025-04-03,,26.0,Hospitality Associate,,
858,1338,active,2025-03-16,,27.0,Hospitality Helper (low-relevance role),,
859,1339,ended,2025-04-21,2025-10-18,,Hospitality Helper (low-relevance role),better_opportunity,Moved to a better opportunity
860,1340,active,2025-02-24,,26.0,Hospitality Helper (low-relevance role),,
861,1342,active,2025-02-27,,29.0,Hospitality Helper (low-relevance role),,
862,1345,active,2025-04-06,,28.0,Hospitality Helper (low-relevance role),,
863,1348,ended,2025-02-25,2025-05-26,29.0,Hospitality Helper (low-relevance role),better_opportunity,Moved to a better opportunity
864,1351,active,2025-03-29,,25.0,Hospitality Helper (low-relevance role),,
865,1353,active,2025-03-31,,30.0,Hospitality Associate,,
866,1354,active,2025-03-31,,25.0,Hospitality Helper (low-relevance role),,
867,1355,active,2025-02-22,,,Hospitality Associate,,
868,1356,active,2025-03-25,,25.0,Hospitality Helper (low-relevance role),,
869,1358,active,2025-04-14,,29.0,Hospitality Helper (low-relevance role),,
870,1362,active,2025-04-08,,,Hospitality Helper (low-relevance role),,
871,1363,active,2025-03-03,,30.0,Hospitality Associate,,
872,1365,ended,2025-03-28,2025-09-24,25.0,Hospitality Associate,skill_mismatch,Job did not match trained skillset
873,1366,active,2025-03-03,,29.0,Hospitality Helper (low-relevance role),,
874,1367,active,2025-03-26,,,Hospitality Helper (low-relevance role),,
875,1368,active,2025-03-07,,30.0,Hospitality Helper (low-relevance role),,
876,1370,ended,2025-04-06,2025-07-05,,Hospitality Associate,health,Health-related reasons
877,1371,active,2025-03-20,,,Hospitality Helper (low-relevance role),,
878,1372,active,2025-02-20,,26.0,Hospitality Associate,,
