followup_id,trainee_id,placement_id,followup_date,scheduled_month,status,employment_status_at_followup,wage_at_followup,notes
1056,495,458,2026-05-13,12,missed,,,
1057,496,459,2025-09-03,3,completed,employed,13000.0,
1058,496,459,2025-12-02,6,completed,employed,13300.0,
1059,496,459,2026-05-31,12,completed,employed,13800.0,
1060,497,460,2025-08-26,3,completed,employed,14200.0,
1061,497,460,2025-11-24,6,completed,employed,15000.0,
1062,497,460,2026-05-23,12,completed,employed,15700.0,
1063,498,461,2025-08-27,3,completed,employed,12000.0,
1064,498,461,2025-11-25,6,completed,unemployed,,Moved to a better opportunity
1065,498,461,2026-05-24,12,completed,unemployed,,
1066,501,464,2025-09-05,3,completed,employed,12400.0,
1067,501,464,2025-12-04,6,completed,employed,13400.0,
1068,501,464,2026-06-02,12,completed,employed,13900.0,
1069,502,465,2025-08-10,3,completed,employed,11900.0,
1070,502,465,2025-11-08,6,completed,employed,12000.0,
1071,502,465,2026-05-07,12,completed,employed,12100.0,
1072,504,467,2025-09-13,3,completed,employed,15000.0,
1073,504,467,2025-12-12,6,completed,employed,16200.0,
1074,504,467,2026-06-10,12,missed,,,
1075,506,468,2025-08-19,3,completed,employed,12600.0,
1076,506,468,2025-11-17,6,completed,employed,12900.0,
1077,506,468,2026-05-16,12,completed,unemployed,,Commute / relocation issues
1078,507,469,2025-09-28,3,completed,employed,12900.0,
1079,507,469,2025-12-27,6,missed,,,
1080,507,469,2026-06-25,12,completed,employed,13000.0,
1081,509,470,2025-09-13,3,completed,employed,15600.0,
1082,509,470,2025-12-12,6,missed,,,
1083,509,470,2026-06-10,12,completed,employed,16800.0,
1084,510,471,2025-09-28,3,completed,employed,15200.0,
1085,510,471,2025-12-27,6,completed,employed,15600.0,
1086,510,471,2026-06-25,12,missed,,,
1087,511,472,2025-09-20,3,completed,employed,13100.0,
1088,511,472,2025-12-19,6,completed,unemployed,,Family circumstances changed
1089,511,472,2026-06-17,12,completed,unemployed,,
1090,512,473,2025-08-01,3,completed,employed,11900.0,
1091,512,473,2025-10-30,6,completed,employed,13200.0,
1092,512,473,2026-04-28,12,completed,employed,14200.0,
1093,513,474,2025-08-09,3,completed,employed,13300.0,
1094,513,474,2025-11-07,6,missed,,,
1095,513,474,2026-05-06,12,completed,employed,13600.0,
1096,515,475,2025-07-30,3,completed,employed,16200.0,
1097,515,475,2025-10-28,6,completed,employed,16900.0,
1098,515,475,2026-04-26,12,missed,,,
1099,516,476,2025-09-09,3,completed,employed,12000.0,
1100,516,476,2025-12-08,6,completed,unemployed,,Left due to low wage relative to workload
1101,516,476,2026-06-06,12,completed,unemployed,,
1102,517,477,2025-09-10,3,completed,unemployed,,Job did not match trained skillset
1103,517,477,2025-12-09,6,completed,unemployed,,
1104,517,477,2026-06-07,12,completed,unemployed,,
1105,522,481,2025-08-23,3,completed,employed,14300.0,
1106,522,481,2025-11-21,6,completed,unemployed,,Left due to low wage relative to workload
1107,522,481,2026-05-20,12,completed,unemployed,,
1108,523,482,2025-08-31,3,completed,employed,12700.0,
1109,523,482,2025-11-29,6,missed,,,
1110,523,482,2026-05-28,12,completed,employed,13300.0,
1111,524,483,2025-09-12,3,completed,employed,12800.0,
1112,524,483,2025-12-11,6,completed,employed,13800.0,
1113,524,483,2026-06-09,12,completed,employed,14700.0,
1114,526,485,2025-08-15,3,missed,,,
1115,526,485,2025-11-13,6,completed,employed,13900.0,
1116,526,485,2026-05-12,12,completed,employed,14000.0,
1117,527,486,2025-08-27,3,completed,unemployed,,Left due to low wage relative to workload
1118,527,486,2025-11-25,6,completed,unemployed,,
1119,527,486,2026-05-24,12,completed,unemployed,,
1120,528,487,2025-08-04,3,missed,,,
1121,528,487,2025-11-02,6,completed,employed,14700.0,
1122,528,487,2026-05-01,12,completed,employed,15600.0,
1123,529,488,2025-08-29,3,completed,unemployed,,Job did not match trained skillset
1124,529,488,2025-11-27,6,completed,unemployed,,
1125,529,488,2026-05-26,12,completed,unemployed,,
1126,532,491,2025-08-10,3,completed,employed,12200.0,
1127,532,491,2025-11-08,6,completed,employed,13200.0,
1128,532,491,2026-05-07,12,completed,employed,14200.0,
1129,534,493,2025-09-10,3,completed,employed,11500.0,
1130,534,493,2025-12-09,6,completed,employed,12100.0,
1131,534,493,2026-06-07,12,completed,employed,12800.0,
1132,536,495,2025-09-11,3,completed,employed,14500.0,
1133,536,495,2025-12-10,6,completed,employed,15400.0,
1134,536,495,2026-06-08,12,completed,employed,15700.0,
1135,538,497,2025-09-07,3,completed,unemployed,,Commute / relocation issues
1136,538,497,2025-12-06,6,completed,unemployed,,
1137,538,497,2026-06-04,12,completed,unemployed,,
1138,539,498,2025-09-23,3,completed,employed,16300.0,
1139,539,498,2025-12-22,6,missed,,,
1140,539,498,2026-06-20,12,completed,unemployed,,Job did not match trained skillset
1141,540,499,2025-08-23,3,completed,employed,15900.0,
1142,540,499,2025-11-21,6,completed,unemployed,,Job did not match trained skillset
1143,540,499,2026-05-20,12,completed,unemployed,,
1144,541,500,2025-08-27,3,completed,employed,15100.0,
1145,541,500,2025-11-25,6,missed,,,
1146,541,500,2026-05-24,12,completed,unemployed,,Left due to low wage relative to workload
1147,542,501,2025-09-03,3,completed,employed,15500.0,
1148,542,501,2025-12-02,6,completed,employed,15800.0,
1149,542,501,2026-05-31,12,completed,employed,16000.0,
1150,545,503,2025-10-19,3,completed,employed,12500.0,
1151,545,503,2026-01-17,6,completed,employed,12800.0,
1152,545,503,2026-07-16,12,completed,employed,12800.0,
1153,548,506,2025-10-15,3,completed,employed,14200.0,
1154,548,506,2026-01-13,6,completed,employed,14300.0,
1155,548,506,2026-07-12,12,completed,employed,15200.0,
1156,551,509,2025-11-26,3,completed,employed,13800.0,
1157,551,509,2026-02-24,6,completed,employed,14900.0,
1158,551,509,2026-08-23,12,missed,,,
1159,552,510,2025-10-19,3,completed,employed,13200.0,
1160,552,510,2026-01-17,6,missed,,,
1161,552,510,2026-07-16,12,completed,employed,13800.0,
1162,553,511,2025-10-22,3,completed,employed,16800.0,
1163,553,511,2026-01-20,6,completed,employed,17600.0,
1164,553,511,2026-07-19,12,completed,employed,17600.0,
1165,554,512,2025-11-25,3,completed,employed,14100.0,
1166,554,512,2026-02-23,6,completed,employed,14100.0,
1167,554,512,2026-08-22,12,completed,unemployed,,Left due to low wage relative to workload
1168,555,513,2025-12-02,3,completed,employed,14900.0,
1169,555,513,2026-03-02,6,completed,employed,15700.0,
1170,555,513,2026-08-29,12,completed,unemployed,,Job did not match trained skillset
1171,556,514,2025-12-02,3,completed,employed,17600.0,
1172,556,514,2026-03-02,6,completed,employed,18600.0,
1173,556,514,2026-08-29,12,completed,unemployed,,Moved to a better opportunity
1174,557,515,2025-12-06,3,completed,employed,12300.0,
1175,557,515,2026-03-06,6,completed,unemployed,,Family circumstances changed
1176,557,515,2026-09-02,12,completed,unemployed,,
1177,558,516,2025-11-05,3,completed,unemployed,,Moved to a better opportunity
1178,558,516,2026-02-03,6,completed,unemployed,,
1179,558,516,2026-08-02,12,completed,unemployed,,
1180,559,517,2025-10-28,3,completed,employed,14200.0,
1181,559,517,2026-01-26,6,completed,employed,15000.0,
1182,559,517,2026-07-25,12,completed,employed,16100.0,
1183,564,522,2025-12-08,3,completed,employed,16500.0,
1184,564,522,2026-03-08,6,completed,employed,17900.0,
1185,564,522,2026-09-04,12,completed,employed,18400.0,
1186,565,523,2025-10-14,3,completed,employed,15100.0,
1187,565,523,2026-01-12,6,completed,employed,14900.0,
1188,565,523,2026-07-11,12,missed,,,
1189,566,524,2025-11-16,3,missed,,,
1190,566,524,2026-02-14,6,completed,employed,16700.0,
1191,566,524,2026-08-13,12,missed,,,
1192,568,526,2025-12-12,3,completed,employed,12400.0,
1193,568,526,2026-03-12,6,completed,employed,12800.0,
1194,568,526,2026-09-08,12,completed,employed,13200.0,
1195,569,527,2025-10-07,3,completed,employed,12100.0,
1196,569,527,2026-01-05,6,completed,employed,12800.0,
1197,569,527,2026-07-04,12,completed,employed,13400.0,
1198,572,530,2025-11-30,3,completed,employed,13600.0,
1199,572,530,2026-02-28,6,completed,employed,14100.0,
1200,572,530,2026-08-27,12,completed,employed,15300.0,
1201,573,531,2025-12-02,3,completed,employed,16200.0,
1202,573,531,2026-03-02,6,completed,employed,16400.0,
1203,573,531,2026-08-29,12,completed,employed,15900.0,
1204,574,532,2025-10-09,3,completed,employed,15600.0,
1205,574,532,2026-01-07,6,completed,employed,16300.0,
1206,574,532,2026-07-06,12,completed,unemployed,,Left due to low wage relative to workload
1207,576,533,2025-10-26,3,completed,employed,14100.0,
1208,576,533,2026-01-24,6,missed,,,
1209,576,533,2026-07-23,12,completed,employed,14600.0,
1210,577,534,2025-10-30,3,completed,employed,15200.0,
1211,577,534,2026-01-28,6,completed,employed,15800.0,
1212,577,534,2026-07-27,12,completed,employed,15200.0,
1213,581,536,2025-11-09,3,completed,employed,12500.0,
1214,581,536,2026-02-07,6,completed,employed,12600.0,
1215,581,536,2026-08-06,12,completed,employed,13600.0,
1216,582,537,2025-12-08,3,missed,,,
1217,582,537,2026-03-08,6,completed,employed,12500.0,
1218,582,537,2026-09-04,12,completed,employed,13000.0,
1219,583,538,2025-11-02,3,completed,employed,16000.0,
1220,583,538,2026-01-31,6,completed,employed,16600.0,
1221,583,538,2026-07-30,12,missed,,,
1222,584,539,2025-10-22,3,completed,employed,14900.0,
1223,584,539,2026-01-20,6,completed,employed,15400.0,
1224,584,539,2026-07-19,12,completed,employed,16400.0,
1225,586,541,2025-11-17,3,completed,employed,13700.0,
1226,586,541,2026-02-15,6,completed,employed,13700.0,
1227,586,541,2026-08-14,12,completed,employed,13900.0,
1228,588,543,2025-12-06,3,completed,employed,11500.0,
1229,588,543,2026-03-06,6,completed,employed,11900.0,
1230,588,543,2026-09-02,12,completed,employed,12800.0,
1231,589,544,2025-12-02,3,completed,employed,12600.0,
1232,589,544,2026-03-02,6,completed,employed,13300.0,
1233,589,544,2026-08-29,12,completed,employed,14200.0,
1234,590,545,2025-11-07,3,completed,employed,13900.0,
1235,590,545,2026-02-05,6,completed,employed,15200.0,
1236,590,545,2026-08-04,12,completed,employed,16000.0,
1237,591,546,2025-12-06,3,completed,employed,12100.0,
1238,591,546,2026-03-06,6,completed,employed,12300.0,
1239,591,546,2026-09-02,12,completed,employed,12400.0,
1240,593,548,2025-11-09,3,completed,employed,12800.0,
1241,593,548,2026-02-07,6,completed,employed,13300.0,
1242,593,548,2026-08-06,12,completed,employed,13200.0,
1243,597,552,2025-12-03,3,completed,employed,13400.0,
1244,597,552,2026-03-03,6,completed,employed,13900.0,
1245,597,552,2026-08-30,12,completed,employed,14500.0,
1246,598,553,2025-11-12,3,completed,employed,14800.0,
1247,598,553,2026-02-10,6,completed,employed,15400.0,
1248,598,553,2026-08-09,12,completed,employed,15900.0,
1249,599,554,2025-11-23,3,missed,,,
1250,599,554,2026-02-21,6,completed,employed,13500.0,
1251,599,554,2026-08-20,12,completed,employed,13700.0,
1252,600,555,2025-11-21,3,completed,employed,11600.0,
1253,600,555,2026-02-19,6,completed,employed,12000.0,
1254,600,555,2026-08-18,12,completed,employed,12400.0,
1255,603,558,2025-10-24,3,completed,employed,12000.0,
1256,603,558,2026-01-22,6,completed,employed,12800.0,
1257,603,558,2026-07-21,12,completed,employed,13600.0,
1258,604,559,2025-12-10,3,completed,employed,12800.0,
1259,604,559,2026-03-10,6,missed,,,
1260,604,559,2026-09-06,12,missed,,,
1261,606,561,2025-10-27,3,completed,employed,12800.0,
1262,606,561,2026-01-25,6,completed,employed,13600.0,
1263,606,561,2026-07-24,12,missed,,,
1264,607,562,2025-10-06,3,completed,employed,11700.0,
1265,607,562,2026-01-04,6,completed,employed,11500.0,
1266,607,562,2026-07-03,12,completed,employed,12200.0,
1267,611,565,2025-10-26,3,missed,,,
1268,611,565,2026-01-24,6,missed,,,
1269,611,565,2026-07-23,12,completed,employed,15100.0,
1270,612,566,2025-10-13,3,completed,unemployed,,Workplace conditions / employer issues
1271,612,566,2026-01-11,6,completed,unemployed,,
1272,612,566,2026-07-10,12,completed,unemployed,,
1273,614,568,2025-01-04,3,completed,employed,15200.0,
1274,614,568,2025-04-04,6,completed,employed,16300.0,
1275,614,568,2025-10-01,12,completed,employed,17200.0,
1276,616,569,2025-02-09,3,completed,employed,14600.0,
1277,616,569,2025-05-10,6,completed,employed,15000.0,
1278,616,569,2025-11-06,12,completed,employed,15700.0,
1279,617,570,2025-01-09,3,completed,employed,13900.0,
1280,617,570,2025-04-09,6,completed,employed,14900.0,
1281,617,570,2025-10-06,12,completed,employed,16000.0,
1282,618,571,2025-02-06,3,completed,employed,13300.0,
1283,618,571,2025-05-07,6,completed,employed,13300.0,
1284,618,571,2025-11-03,12,completed,employed,14100.0,
1285,619,572,2024-12-27,3,missed,,,
1286,619,572,2025-03-27,6,completed,employed,11400.0,
1287,619,572,2025-09-23,12,missed,,,
1288,620,573,2025-02-06,3,completed,employed,12300.0,
1289,620,573,2025-05-07,6,completed,employed,11700.0,
1290,620,573,2025-11-03,12,completed,employed,12300.0,
1291,621,574,2025-01-26,3,completed,employed,16500.0,
1292,621,574,2025-04-26,6,completed,employed,18300.0,
1293,621,574,2025-10-23,12,completed,employed,20700.0,
1294,623,575,2025-01-20,3,completed,employed,13200.0,
1295,623,575,2025-04-20,6,completed,employed,14600.0,
1296,623,575,2025-10-17,12,missed,,,
1297,624,576,2025-01-14,3,completed,employed,16300.0,
1298,624,576,2025-04-14,6,completed,employed,16800.0,
1299,624,576,2025-10-11,12,completed,employed,17400.0,
1300,625,577,2024-12-22,3,completed,unemployed,,Job did not match trained skillset
1301,625,577,2025-03-22,6,completed,unemployed,,
1302,625,577,2025-09-18,12,completed,unemployed,,
1303,628,578,2025-02-12,3,missed,,,
1304,628,578,2025-05-13,6,completed,employed,13900.0,
1305,628,578,2025-11-09,12,completed,employed,15000.0,
1306,629,579,2025-01-07,3,completed,employed,16800.0,
1307,629,579,2025-04-07,6,completed,employed,17800.0,
1308,629,579,2025-10-04,12,missed,,,
1309,631,581,2025-01-27,3,completed,employed,12300.0,
1310,631,581,2025-04-27,6,completed,employed,13100.0,
1311,631,581,2025-10-24,12,completed,employed,13400.0,
1312,633,583,2024-12-30,3,completed,employed,12700.0,
1313,633,583,2025-03-30,6,completed,employed,13100.0,
1314,633,583,2025-09-26,12,completed,employed,13400.0,
1315,634,584,2025-01-23,3,completed,employed,12800.0,
1316,634,584,2025-04-23,6,completed,employed,13700.0,
1317,634,584,2025-10-20,12,completed,employed,14300.0,
1318,635,585,2025-01-09,3,completed,employed,15600.0,
1319,635,585,2025-04-09,6,missed,,,
1320,635,585,2025-10-06,12,completed,employed,15300.0,
1321,636,586,2025-02-09,3,missed,,,
1322,636,586,2025-05-10,6,completed,employed,14600.0,
1323,636,586,2025-11-06,12,completed,employed,15300.0,
1324,638,588,2025-02-02,3,completed,employed,12600.0,
1325,638,588,2025-05-03,6,completed,employed,13000.0,
1326,638,588,2025-10-30,12,completed,unemployed,,Left due to low wage relative to workload
1327,639,589,2025-01-21,3,completed,unemployed,,Job did not match trained skillset
1328,639,589,2025-04-21,6,completed,unemployed,,
1329,639,589,2025-10-18,12,completed,unemployed,,
1330,641,591,2025-02-02,3,completed,employed,11800.0,
1331,641,591,2025-05-03,6,completed,employed,12900.0,
1332,641,591,2025-10-30,12,missed,,,
1333,644,593,2024-12-21,3,completed,employed,14300.0,
1334,644,593,2025-03-21,6,completed,employed,15500.0,
1335,644,593,2025-09-17,12,completed,employed,16300.0,
1336,645,594,2025-01-05,3,missed,,,
1337,645,594,2025-04-05,6,completed,employed,13600.0,
1338,645,594,2025-10-02,12,completed,employed,14100.0,
1339,646,595,2025-02-11,3,completed,employed,16100.0,
1340,646,595,2025-05-12,6,completed,employed,16600.0,
1341,646,595,2025-11-08,12,completed,unemployed,,Left due to low wage relative to workload
1342,649,597,2025-01-10,3,missed,,,
1343,649,597,2025-04-10,6,completed,employed,14200.0,
1344,649,597,2025-10-07,12,completed,employed,15200.0,
1345,654,602,2024-12-29,3,completed,employed,11400.0,
1346,654,602,2025-03-29,6,completed,employed,11500.0,
1347,654,602,2025-09-25,12,completed,employed,11900.0,
1348,656,604,2025-02-19,3,completed,employed,15600.0,
1349,656,604,2025-05-20,6,completed,employed,16000.0,
1350,656,604,2025-11-16,12,missed,,,
1351,661,608,2024-12-16,3,completed,employed,12900.0,
1352,661,608,2025-03-16,6,completed,employed,12900.0,
1353,661,608,2025-09-12,12,completed,employed,12800.0,
1354,663,610,2025-02-06,3,missed,,,
1355,663,610,2025-05-07,6,completed,employed,15400.0,
1356,663,610,2025-11-03,12,completed,employed,16600.0,
1357,665,612,2024-12-11,3,completed,employed,12700.0,
1358,665,612,2025-03-11,6,completed,employed,12900.0,
1359,665,612,2025-09-07,12,missed,,,
1360,666,613,2025-01-27,3,completed,employed,11700.0,
1361,666,613,2025-04-27,6,completed,employed,12200.0,
1362,666,613,2025-10-24,12,completed,employed,12700.0,
1363,668,615,2024-12-12,3,completed,employed,13000.0,
1364,668,615,2025-03-12,6,completed,employed,13300.0,
1365,668,615,2025-09-08,12,completed,employed,14200.0,
1366,670,617,2025-02-04,3,completed,employed,17100.0,
1367,670,617,2025-05-05,6,completed,employed,17400.0,
1368,670,617,2025-11-01,12,completed,employed,18700.0,
1369,674,621,2024-12-19,3,completed,employed,16100.0,
1370,674,621,2025-03-19,6,completed,employed,17300.0,
1371,674,621,2025-09-15,12,completed,employed,18300.0,
1372,675,622,2025-01-02,3,completed,employed,12600.0,
1373,675,622,2025-04-02,6,completed,employed,13500.0,
1374,675,622,2025-09-29,12,completed,employed,14300.0,
1375,677,623,2025-02-11,3,completed,employed,13200.0,
1376,677,623,2025-05-12,6,completed,employed,14200.0,
1377,677,623,2025-11-08,12,completed,employed,15200.0,
1378,678,624,2025-02-19,3,completed,employed,12500.0,
1379,678,624,2025-05-20,6,completed,employed,13200.0,
1380,678,624,2025-11-16,12,completed,employed,14000.0,
1381,680,626,2025-01-29,3,completed,employed,15100.0,
1382,680,626,2025-04-29,6,completed,employed,16000.0,
1383,680,626,2025-10-26,12,missed,,,
1384,681,627,2025-07-25,3,completed,unemployed,,Job did not match trained skillset
1385,681,627,2025-10-23,6,completed,unemployed,,
1386,681,627,2026-04-21,12,missed,,,
1387,682,628,2025-08-26,3,completed,employed,15400.0,
1388,682,628,2025-11-24,6,completed,unemployed,,Left due to low wage relative to workload
1389,682,628,2026-05-23,12,completed,unemployed,,
1390,684,630,2025-07-18,3,completed,employed,11400.0,
1391,684,630,2025-10-16,6,completed,employed,11800.0,
1392,684,630,2026-04-14,12,completed,employed,12300.0,
1393,685,631,2025-08-15,3,completed,employed,13400.0,
1394,685,631,2025-11-13,6,completed,employed,14400.0,
1395,685,631,2026-05-12,12,completed,employed,16100.0,
1396,686,632,2025-08-24,3,completed,employed,14200.0,
1397,686,632,2025-11-22,6,missed,,,
1398,686,632,2026-05-21,12,missed,,,
1399,687,633,2025-08-27,3,missed,,,
1400,687,633,2025-11-25,6,completed,employed,13100.0,
1401,687,633,2026-05-24,12,completed,unemployed,,Left due to low wage relative to workload
1402,689,635,2025-08-14,3,completed,employed,12500.0,
1403,689,635,2025-11-12,6,missed,,,
1404,689,635,2026-05-11,12,completed,employed,13200.0,
1405,691,636,2025-08-12,3,completed,employed,12800.0,
1406,691,636,2025-11-10,6,completed,employed,13800.0,
1407,691,636,2026-05-09,12,completed,employed,15100.0,
1408,692,637,2025-07-13,3,completed,unemployed,,Left due to low wage relative to workload
1409,692,637,2025-10-11,6,completed,unemployed,,
1410,692,637,2026-04-09,12,completed,unemployed,,
1411,694,639,2025-08-07,3,completed,employed,13200.0,
1412,694,639,2025-11-05,6,completed,unemployed,,Job did not match trained skillset
1413,694,639,2026-05-04,12,completed,unemployed,,
1414,697,641,2025-07-16,3,completed,employed,10000.0,
1415,697,641,2025-10-14,6,completed,employed,10900.0,
1416,697,641,2026-04-12,12,completed,employed,11300.0,
1417,698,642,2025-07-08,3,missed,,,
1418,698,642,2025-10-06,6,completed,employed,11900.0,
1419,698,642,2026-04-04,12,completed,employed,11500.0,
1420,702,645,2025-08-30,3,completed,employed,13600.0,
1421,702,645,2025-11-28,6,completed,employed,14100.0,
1422,702,645,2026-05-27,12,completed,employed,14400.0,
1423,703,646,2025-07-14,3,completed,employed,13700.0,
1424,703,646,2025-10-12,6,missed,,,
1425,703,646,2026-04-10,12,completed,employed,13800.0,
1426,704,647,2025-08-14,3,completed,employed,13700.0,
1427,704,647,2025-11-12,6,completed,employed,14500.0,
1428,704,647,2026-05-11,12,completed,employed,15400.0,
1429,705,648,2025-08-28,3,completed,employed,13900.0,
1430,705,648,2025-11-26,6,completed,employed,14300.0,
1431,705,648,2026-05-25,12,completed,employed,14700.0,
1432,709,651,2025-07-28,3,completed,employed,10300.0,
1433,709,651,2025-10-26,6,completed,employed,10800.0,
1434,709,651,2026-04-24,12,completed,employed,10400.0,
1435,711,653,2025-07-27,3,completed,employed,13400.0,
1436,711,653,2025-10-25,6,completed,employed,13600.0,
1437,711,653,2026-04-23,12,completed,employed,13700.0,
1438,714,655,2025-09-03,3,missed,,,
1439,714,655,2025-12-02,6,missed,,,
1440,714,655,2026-05-31,12,missed,,,
1441,717,658,2025-06-30,3,missed,,,
1442,717,658,2025-09-28,6,completed,employed,13500.0,
1443,717,658,2026-03-27,12,missed,,,
1444,718,659,2025-07-11,3,completed,employed,13800.0,
1445,718,659,2025-10-09,6,completed,employed,14600.0,
1446,718,659,2026-04-07,12,completed,employed,15500.0,
1447,719,660,2025-08-06,3,completed,employed,14700.0,
1448,719,660,2025-11-04,6,completed,employed,15500.0,
1449,719,660,2026-05-03,12,completed,employed,16200.0,
1450,720,661,2025-08-04,3,completed,employed,10600.0,
1451,720,661,2025-11-02,6,completed,employed,10800.0,
1452,720,661,2026-05-01,12,completed,employed,11600.0,
1453,725,666,2025-07-11,3,completed,employed,11000.0,
1454,725,666,2025-10-09,6,completed,employed,11400.0,
1455,725,666,2026-04-07,12,completed,employed,11700.0,
1456,728,669,2025-07-14,3,missed,,,
1457,728,669,2025-10-12,6,missed,,,
1458,728,669,2026-04-10,12,completed,unemployed,,Moved to a better opportunity
1459,729,670,2025-08-19,3,completed,employed,12600.0,
1460,729,670,2025-11-17,6,completed,employed,13900.0,
1461,729,670,2026-05-16,12,completed,employed,14700.0,
1462,730,671,2025-07-30,3,completed,employed,10500.0,
1463,730,671,2025-10-28,6,completed,employed,11100.0,
1464,730,671,2026-04-26,12,completed,employed,11300.0,
1465,731,672,2025-08-26,3,completed,employed,13200.0,
1466,731,672,2025-11-24,6,completed,employed,13500.0,
1467,731,672,2026-05-23,12,completed,employed,14300.0,
1468,732,673,2025-07-09,3,completed,employed,14200.0,
1469,732,673,2025-10-07,6,completed,employed,14700.0,
1470,732,673,2026-04-05,12,completed,employed,15500.0,
1471,736,676,2025-08-22,3,completed,employed,14800.0,
1472,736,676,2025-11-20,6,missed,,,
1473,736,676,2026-05-19,12,completed,employed,16200.0,
1474,737,677,2025-08-11,3,completed,employed,10200.0,
1475,737,677,2025-11-09,6,completed,employed,10300.0,
1476,737,677,2026-05-08,12,completed,employed,10000.0,
1477,738,678,2025-08-07,3,completed,employed,12800.0,
1478,738,678,2025-11-05,6,completed,employed,13400.0,
1479,738,678,2026-05-04,12,completed,employed,13900.0,
1480,741,681,2025-09-03,3,completed,employed,11300.0,
1481,741,681,2025-12-02,6,completed,employed,12000.0,
1482,741,681,2026-05-31,12,completed,employed,13200.0,
1483,742,682,2025-06-29,3,completed,employed,11800.0,
1484,742,682,2025-09-27,6,missed,,,
1485,742,682,2026-03-26,12,completed,employed,12800.0,
1486,743,683,2025-08-29,3,missed,,,
1487,743,683,2025-11-27,6,completed,employed,12700.0,
1488,743,683,2026-05-26,12,completed,employed,13800.0,
1489,744,684,2025-06-26,3,completed,employed,12700.0,
1490,744,684,2025-09-24,6,missed,,,
1491,744,684,2026-03-23,12,completed,employed,12000.0,
1492,745,685,2025-08-25,3,completed,employed,14000.0,
1493,745,685,2025-11-23,6,completed,employed,14500.0,
1494,745,685,2026-05-22,12,completed,unemployed,,Left due to low wage relative to workload
1495,746,686,2025-07-29,3,completed,employed,12200.0,
1496,746,686,2025-10-27,6,completed,employed,12500.0,
1497,746,686,2026-04-25,12,completed,employed,12700.0,
1498,747,687,2025-07-12,3,completed,employed,14800.0,
1499,747,687,2025-10-10,6,completed,employed,15100.0,
1500,747,687,2026-04-08,12,completed,employed,15400.0,
1501,748,688,2025-06-28,3,completed,employed,12200.0,
1502,748,688,2025-09-26,6,missed,,,
1503,748,688,2026-03-25,12,completed,employed,12700.0,
1504,749,689,2025-04-01,3,completed,employed,11600.0,
1505,749,689,2025-06-30,6,completed,employed,12600.0,
1506,749,689,2025-12-27,12,completed,employed,13700.0,
1507,750,690,2025-05-30,3,completed,employed,11300.0,
1508,750,690,2025-08-28,6,completed,employed,11000.0,
1509,750,690,2026-02-24,12,completed,employed,11100.0,
1510,751,691,2025-04-10,3,completed,unemployed,,Family circumstances changed
1511,751,691,2025-07-09,6,completed,unemployed,,
1512,751,691,2026-01-05,12,completed,unemployed,,
1513,754,694,2025-03-31,3,completed,employed,10700.0,
1514,754,694,2025-06-29,6,completed,employed,11000.0,
1515,754,694,2025-12-26,12,missed,,,
1516,755,695,2025-04-27,3,missed,,,
1517,755,695,2025-07-26,6,completed,employed,14300.0,
1518,755,695,2026-01-22,12,missed,,,
1519,758,697,2025-04-20,3,completed,employed,12600.0,
1520,758,697,2025-07-19,6,completed,employed,13400.0,
1521,758,697,2026-01-15,12,completed,employed,14600.0,
1522,759,698,2025-04-14,3,missed,,,
1523,759,698,2025-07-13,6,missed,,,
1524,759,698,2026-01-09,12,completed,employed,13700.0,
1525,761,700,2025-05-04,3,completed,employed,11100.0,
1526,761,700,2025-08-02,6,completed,employed,12100.0,
1527,761,700,2026-01-29,12,completed,employed,11900.0,
1528,762,701,2025-05-22,3,completed,employed,13000.0,
1529,762,701,2025-08-20,6,completed,unemployed,,Commute / relocation issues
1530,762,701,2026-02-16,12,completed,unemployed,,
1531,764,703,2025-05-03,3,missed,,,
1532,764,703,2025-08-01,6,completed,employed,10700.0,
1533,764,703,2026-01-28,12,missed,,,
1534,766,705,2025-04-09,3,completed,employed,12300.0,
1535,766,705,2025-07-08,6,completed,employed,13400.0,
1536,766,705,2026-01-04,12,completed,employed,13900.0,
1537,770,708,2025-05-08,3,completed,employed,14900.0,
1538,770,708,2025-08-06,6,completed,employed,15800.0,
1539,770,708,2026-02-02,12,completed,employed,17700.0,
1540,771,709,2025-05-27,3,missed,,,
1541,771,709,2025-08-25,6,completed,unemployed,,Workplace conditions / employer issues
1542,771,709,2026-02-21,12,completed,unemployed,,
1543,773,711,2025-05-26,3,completed,employed,11300.0,
1544,773,711,2025-08-24,6,completed,employed,11700.0,
1545,773,711,2026-02-20,12,completed,employed,12700.0,
1546,775,713,2025-05-22,3,completed,employed,15100.0,
1547,775,713,2025-08-20,6,completed,employed,15100.0,
1548,775,713,2026-02-16,12,missed,,,
1549,776,714,2025-06-05,3,completed,employed,12400.0,
1550,776,714,2025-09-03,6,missed,,,
1551,776,714,2026-03-02,12,completed,employed,13600.0,
1552,778,716,2025-05-18,3,completed,employed,10200.0,
1553,778,716,2025-08-16,6,completed,employed,10600.0,
1554,778,716,2026-02-12,12,completed,employed,11300.0,
1555,779,717,2025-04-19,3,completed,employed,14700.0,
1556,779,717,2025-07-18,6,completed,employed,14700.0,
1557,779,717,2026-01-14,12,completed,employed,15200.0,
1558,782,720,2025-05-23,3,completed,employed,13300.0,
1559,782,720,2025-08-21,6,completed,employed,14500.0,
1560,782,720,2026-02-17,12,completed,employed,15600.0,
