trainee_id,district,state,gender,category,dob_year,consent_flag,course,course_sector,provider,training_start_date,training_end_date,completion_status,assessment_score,certification_id,placement_type,job_title,job_sector,employer,placement_start_date,verification_status,non_placement_reason,employment_status,attrition_reason,initial_wage,wage_3_month,wage_6_month,wage_12_month
747,Gurugram,Haryana,Other,SC,1995,1,Retail Sales Associate,Retail,Gautam Buddh Nagar Skill Centre 6,2024-12-29,2025-03-23,completed,53.4,CERT-747,wage_employment,Retail Helper (low-relevance role),Retail,Rai LLC,2025-04-13,unverified,,active,,13800.0,14800.0,15100.0,15400.0
748,Ghaziabad,Uttar Pradesh,Female,SC,2002,1,Retail Sales Associate,Retail,Gautam Buddh Nagar Skill Centre 6,2024-12-29,2025-03-23,completed,81.2,CERT-748,apprenticeship,Retail Helper (low-relevance role),Retail,Rai LLC,2025-03-30,confirmed,,active,,12100.0,12200.0,12700.0,
749,Gurugram,Haryana,Other,OBC,2000,1,Retail Sales Associate,Retail,Faridabad Skill Centre 4,2024-09-30,2024-12-23,completed,89.1,CERT-749,self_employment,Retail Associate,Retail,,2025-01-01,confirmed,,active,,10900.0,11600.0,12600.0,13700.0
750,Faridabad,Haryana,Other,General,1993,1,Retail Sales Associate,Retail,Faridabad Skill Centre 4,2024-09-30,2024-12-23,completed,55.5,CERT-750,wage_employment,Retail Associate,Retail,"Dash, Radhakrishnan and Brar",2025-03-01,confirmed,,active,,10900.0,11300.0,11000.0,11100.0
751,Jaipur,Rajasthan,Female,General,2006,1,Retail Sales Associate,Retail,Faridabad Skill Centre 4,2024-09-30,2024-12-23,completed,56.1,CERT-751,self_employment,Retail Helper (low-relevance role),Retail,,2025-01-10,confirmed,,ended,Family circumstances changed,13400.0,,,
752,Faridabad,Haryana,Other,SC,1998,1,Retail Sales Associate,Retail,Faridabad Skill Centre 4,2024-09-30,2024-12-23,completed,76.6,CERT-752,not_placed,,,,,unverified,No suitable openings in area,,,,,,
753,Gautam Buddh Nagar,Uttar Pradesh,Male,SC,1996,1,Retail Sales Associate,Retail,Faridabad Skill Centre 4,2024-09-30,2024-12-23,completed,63.3,CERT-753,not_placed,,,,,unverified,Wage offered too low,,,,,,
754,Jaipur,Rajasthan,Female,SC,1992,1,Retail Sales Associate,Retail,Faridabad Skill Centre 4,2024-09-30,2024-12-23,completed,60.5,CERT-754,wage_employment,Retail Helper (low-relevance role),Retail,"Memon, Pathak and Handa",2024-12-31,confirmed,,active,,10600.0,10700.0,11000.0,
755,Gurugram,Haryana,Other,ST,1994,1,Retail Sales Associate,Retail,Faridabad Skill Centre 4,2024-09-30,2024-12-23,completed,47.3,CERT-755,wage_employment,Retail Associate,Retail,"Memon, Pathak and Handa",2025-01-27,confirmed,,active,,13200.0,14300.0,,
756,Ghaziabad,Uttar Pradesh,Other,OBC,1991,1,Retail Sales Associate,Retail,Faridabad Skill Centre 4,2024-09-30,2024-12-23,completed,66.1,CERT-756,not_placed,,,,,unverified,Felt underprepared / skill mismatch,,,,,,
757,Gautam Buddh Nagar,Uttar Pradesh,Female,ST,2002,1,Retail Sales Associate,Retail,Faridabad Skill Centre 4,2024-09-30,2024-12-23,dropped_out,94.8,,,,,,,,,,,,,,
758,Ghaziabad,Uttar Pradesh,Female,OBC,1993,1,Retail Sales Associate,Retail,Faridabad Skill Centre 4,2024-09-30,2024-12-23,completed,63.0,CERT-758,wage_employment,Retail Associate,Retail,Buch-Kaul,2025-01-20,confirmed,,active,,11900.0,12600.0,13400.0,14600.0
759,Ghaziabad,Uttar Pradesh,Male,OBC,2000,1,Retail Sales Associate,Retail,Faridabad Skill Centre 4,2024-09-30,2024-12-23,completed,80.4,CERT-759,self_employment,Retail Helper (low-relevance role),Retail,,2025-01-14,confirmed,,active,,12500.0,13700.0,,
760,Jaipur,Rajasthan,Male,SC,1992,1,Retail Sales Associate,Retail,Faridabad Skill Centre 4,2024-09-30,2024-12-23,completed,94.6,CERT-760,not_placed,,,,,unverified,Job location too far / relocation not feasible,,,,,,
761,Gurugram,Haryana,Male,ST,1995,1,Retail Sales Associate,Retail,Faridabad Skill Centre 4,2024-09-30,2024-12-23,completed,75.4,CERT-761,self_employment,Retail Helper (low-relevance role),Retail,,2025-02-03,unverified,,active,,11200.0,11100.0,12100.0,11900.0
762,Ghaziabad,Uttar Pradesh,Female,OBC,1996,1,Retail Sales Associate,Retail,Faridabad Skill Centre 4,2024-09-30,2024-12-23,completed,87.8,CERT-762,self_employment,Retail Helper (low-relevance role),Retail,,2025-02-21,confirmed,,ended,Commute / relocation issues,12800.0,13000.0,,
763,Gurugram,Haryana,Other,OBC,2007,1,Retail Sales Associate,Retail,Faridabad Skill Centre 4,2024-09-30,2024-12-23,completed,56.7,CERT-763,not_placed,,,,,unverified,Family responsibilities / not permitted to work,,,,,,
764,Gurugram,Haryana,Other,OBC,1997,1,Retail Sales Associate,Retail,Faridabad Skill Centre 4,2024-09-30,2024-12-23,completed,74.7,CERT-764,self_employment,Retail Helper (low-relevance role),Retail,,2025-02-02,unverified,,active,,10500.0,10700.0,,
765,Jaipur,Rajasthan,Other,OBC,2001,1,Retail Sales Associate,Retail,Faridabad Skill Centre 4,2024-09-30,2024-12-23,completed,59.1,CERT-765,not_placed,,,,,unverified,Job location too far / relocation not feasible,,,,,,
766,Faridabad,Haryana,Male,General,2001,1,Retail Sales Associate,Retail,Faridabad Skill Centre 4,2024-09-30,2024-12-23,completed,56.5,CERT-766,self_employment,Retail Associate,Retail,,2025-01-09,unverified,,active,,11300.0,12300.0,13400.0,13900.0
767,Ghaziabad,Uttar Pradesh,Female,General,2005,1,Retail Sales Associate,Retail,Faridabad Skill Centre 4,2024-09-30,2024-12-23,dropped_out,90.2,,,,,,,,,,,,,,
768,Faridabad,Haryana,Male,General,2002,1,Retail Sales Associate,Retail,Faridabad Skill Centre 4,2024-09-30,2024-12-23,completed,51.2,CERT-768,not_placed,,,,,unverified,Job location too far / relocation not feasible,,,,,,
769,Ghaziabad,Uttar Pradesh,Female,OBC,1992,1,Retail Sales Associate,Retail,Faridabad Skill Centre 4,2024-09-30,2024-12-23,completed,62.7,CERT-769,not_placed,,,,,unverified,Felt underprepared / skill mismatch,,,,,,
770,Gautam Buddh Nagar,Uttar Pradesh,Male,General,1992,1,Retail Sales Associate,Retail,Faridabad Skill Centre 4,2024-09-30,2024-12-23,completed,59.8,CERT-770,wage_employment,Retail Associate,Retail,Rai LLC,2025-02-07,confirmed,,active,,13800.0,14900.0,15800.0,17700.0
771,Faridabad,Haryana,Other,OBC,2003,1,Retail Sales Associate,Retail,Faridabad Skill Centre 4,2024-09-30,2024-12-23,completed,63.3,CERT-771,wage_employment,Retail Associate,Retail,"Boase, Bath and Kari",2025-02-26,unverified,,ended,Workplace conditions / employer issues,13700.0,,,
772,Gurugram,Haryana,Female,OBC,1992,1,Retail Sales Associate,Retail,Faridabad Skill Centre 4,2024-09-30,2024-12-23,completed,57.3,CERT-772,not_placed,,,,,unverified,No suitable openings in area,,,,,,
773,Gurugram,Haryana,Other,OBC,2001,1,Retail Sales Associate,Retail,Faridabad Skill Centre 4,2024-09-30,2024-12-23,completed,93.5,CERT-773,wage_employment,Retail Associate,Retail,"Lalla, Bassi and Sharaf",2025-02-25,unverified,,active,,10700.0,11300.0,11700.0,12700.0
774,Faridabad,Haryana,Other,SC,1992,1,Retail Sales Associate,Retail,Faridabad Skill Centre 4,2024-09-30,2024-12-23,completed,76.4,CERT-774,not_placed,,,,,unverified,Wage offered too low,,,,,,
775,Jaipur,Rajasthan,Female,OBC,2000,1,Retail Sales Associate,Retail,Faridabad Skill Centre 4,2024-09-30,2024-12-23,completed,60.6,CERT-775,self_employment,Retail Helper (low-relevance role),Retail,,2025-02-21,confirmed,,active,,13300.0,15100.0,15100.0,
776,Ghaziabad,Uttar Pradesh,Male,OBC,1992,1,Retail Sales Associate,Retail,Faridabad Skill Centre 4,2024-09-30,2024-12-23,completed,55.2,CERT-776,apprenticeship,Retail Helper (low-relevance role),Retail,"Dash, Radhakrishnan and Brar",2025-03-07,confirmed,,active,,11800.0,12400.0,13600.0,
777,Faridabad,Haryana,Male,OBC,1990,1,Retail Sales Associate,Retail,Faridabad Skill Centre 4,2024-09-30,2024-12-23,completed,68.8,CERT-777,not_placed,,,,,unverified,Job location too far / relocation not feasible,,,,,,
778,Jaipur,Rajasthan,Other,ST,2007,1,Retail Sales Associate,Retail,Faridabad Skill Centre 4,2024-09-30,2024-12-23,completed,94.1,CERT-778,wage_employment,Retail Associate,Retail,"Lalla, Bassi and Sharaf",2025-02-17,unverified,,active,,10000.0,10200.0,10600.0,11300.0
779,Gurugram,Haryana,Male,General,2007,1,Retail Sales Associate,Retail,Faridabad Skill Centre 4,2024-09-30,2024-12-23,completed,66.5,CERT-779,wage_employment,Retail Associate,Retail,Rai LLC,2025-01-19,confirmed,,active,,13800.0,14700.0,14700.0,15200.0
780,Gurugram,Haryana,Other,OBC,1991,1,Retail Sales Associate,Retail,Faridabad Skill Centre 4,2024-09-30,2024-12-23,completed,73.7,CERT-780,not_placed,,,,,unverified,Family responsibilities / not permitted to work,,,,,,
781,Gurugram,Haryana,Male,OBC,2006,1,Retail Sales Associate,Retail,Faridabad Skill Centre 4,2024-09-30,2024-12-23,completed,77.1,CERT-781,not_placed,,,,,unverified,Family responsibilities / not permitted to work,,,,,,
782,Jaipur,Rajasthan,Other,General,1992,1,Retail Sales Associate,Retail,Faridabad Skill Centre 4,2024-09-30,2024-12-23,completed,68.9,CERT-782,wage_employment,Retail Associate,Retail,"Lalla, Bassi and Sharaf",2025-02-22,confirmed,,active,,12200.0,13300.0,14500.0,15600.0
783,Faridabad,Haryana,Other,OBC,2002,1,Retail Sales Associate,Retail,Faridabad Skill Centre 4,2024-09-30,2024-12-23,completed,75.5,CERT-783,wage_employment,Retail Helper (low-relevance role),Retail,"Dash, Radhakrishnan and Brar",2025-01-13,confirmed,,ended,Family circumstances changed,12100.0,,,
784,Gurugram,Haryana,Other,SC,1991,1,Retail Sales Associate,Retail,Faridabad Skill Centre 4,2024-09-30,2024-12-23,completed,80.2,CERT-784,not_placed,,,,,unverified,Felt underprepared / skill mismatch,,,,,,
785,Faridabad,Haryana,Other,SC,2002,1,Retail Sales Associate,Retail,Faridabad Skill Centre 4,2024-09-30,2024-12-23,completed,75.2,CERT-785,wage_employment,Retail Associate,Retail,"Memon, Pathak and Handa",2025-03-07,confirmed,,active,,10700.0,11100.0,11800.0,12300.0
786,Ghaziabad,Uttar Pradesh,Other,General,1996,1,Retail Sales Associate,Retail,Faridabad Skill Centre 4,2024-09-30,2024-12-23,completed,53.7,CERT-786,self_employment,Retail Helper (low-relevance role),Retail,,2025-02-07,confirmed,,active,,13700.0,13300.0,14400.0,14800.0
787,Jaipur,Rajasthan,Other,ST,1993,1,Retail Sales Associate,Retail,Faridabad Skill Centre 4,2024-09-30,2024-12-23,completed,46.4,CERT-787,not_placed,,,,,unverified,Family responsibilities / not permitted to work,,,,,,
788,Faridabad,Haryana,Male,General,2007,1,Retail Sales Associate,Retail,Faridabad Skill Centre 4,2024-09-30,2024-12-23,completed,85.1,CERT-788,not_placed,,,,,unverified,Job location too far / relocation not feasible,,,,,,
789,Gurugram,Haryana,Female,OBC,1997,1,Retail Sales Associate,Retail,Faridabad Skill Centre 4,2024-09-30,2024-12-23,completed,78.0,CERT-789,not_placed,,,,,unverified,No suitable openings in area,,,,,,
790,Jaipur,Rajasthan,Female,ST,1992,1,Retail Sales Associate,Retail,Faridabad Skill Centre 4,2024-09-30,2024-12-23,completed,53.7,CERT-790,self_employment,Retail Helper (low-relevance role),Retail,,2025-02-08,unverified,,active,,10300.0,10900.0,11500.0,12000.0
791,Jaipur,Rajasthan,Female,ST,1993,1,Retail Sales Associate,Retail,Faridabad Skill Centre 4,2024-09-30,2024-12-23,completed,61.8,CERT-791,wage_employment,Retail Associate,Retail,"Dash, Radhakrishnan and Brar",2025-01-10,confirmed,,ended,Commute / relocation issues,10700.0,11700.0,12300.0,
792,Ghaziabad,Uttar Pradesh,Other,SC,2006,1,Retail Sales Associate,Retail,Faridabad Skill Centre 4,2024-09-30,2024-12-23,completed,92.2,CERT-792,not_placed,,,,,unverified,Family responsibilities / not permitted to work,,,,,,
793,Faridabad,Haryana,Female,SC,2003,1,Retail Sales Associate,Retail,Faridabad Skill Centre 4,2024-09-30,2024-12-23,completed,75.9,CERT-793,self_employment,Retail Helper (low-relevance role),Retail,,2025-03-06,confirmed,,active,,12000.0,12600.0,12800.0,13400.0
794,Jaipur,Rajasthan,Male,General,1994,1,Retail Sales Associate,Retail,Faridabad Skill Centre 4,2024-09-30,2024-12-23,completed,88.1,CERT-794,wage_employment,Retail Helper (low-relevance role),Retail,"Dash, Radhakrishnan and Brar",2024-12-28,unverified,,active,,12600.0,13100.0,14000.0,
795,Gautam Buddh Nagar,Uttar Pradesh,Male,ST,2000,1,Retail Sales Associate,Retail,Faridabad Skill Centre 4,2024-09-30,2024-12-23,dropped_out,55.8,,,,,,,,,,,,,,
796,Faridabad,Haryana,Other,OBC,2007,1,Retail Sales Associate,Retail,Faridabad Skill Centre 4,2024-09-30,2024-12-23,completed,60.0,CERT-796,wage_employment,Retail Helper (low-relevance role),Retail,Buch-Kaul,2025-02-15,confirmed,,active,,13900.0,13600.0,14400.0,15600.0
797,Gurugram,Haryana,Female,General,1999,1,Retail Sales Associate,Retail,Faridabad Skill Centre 4,2024-09-30,2024-12-23,completed,87.7,CERT-797,wage_employment,Retail Helper (low-relevance role),Retail,"Lalla, Bassi and Sharaf",2025-01-14,confirmed,,active,,12400.0,12400.0,12400.0,12900.0
798,Jaipur,Rajasthan,Male,ST,1995,1,Retail Sales Associate,Retail,Faridabad Skill Centre 4,2024-09-30,2024-12-23,completed,49.6,CERT-798,self_employment,Retail Associate,Retail,,2025-02-10,confirmed,,active,,11500.0,11600.0,12700.0,12500.0
799,Gautam Buddh Nagar,Uttar Pradesh,Female,OBC,2002,1,Retail Sales Associate,Retail,Faridabad Skill Centre 4,2024-09-30,2024-12-23,completed,95.9,CERT-799,not_placed,,,,,unverified,Wage offered too low,,,,,,
800,Faridabad,Haryana,Female,ST,1996,1,Retail Sales Associate,Retail,Faridabad Skill Centre 4,2024-09-30,2024-12-23,completed,83.6,CERT-800,not_placed,,,,,unverified,Pursuing further education,,,,,,
801,Ghaziabad,Uttar Pradesh,Male,OBC,1990,1,Retail Sales Associate,Retail,Faridabad Skill Centre 4,2024-09-30,2024-12-23,completed,75.6,CERT-801,wage_employment,Retail Associate,Retail,Rai LLC,2025-02-18,unverified,,active,,11300.0,11700.0,12700.0,13600.0
802,Gurugram,Haryana,Male,General,1998,1,Retail Sales Associate,Retail,Faridabad Skill Centre 4,2024-09-30,2024-12-23,completed,79.2,CERT-802,not_placed,,,,,unverified,No suitable openings in area,,,,,,
803,Ghaziabad,Uttar Pradesh,Male,SC,1995,1,Retail Sales Associate,Retail,Faridabad Skill Centre 4,2024-09-30,2024-12-23,completed,46.0,CERT-803,self_employment,Retail Helper (low-relevance role),Retail,,2025-03-01,unverified,,active,,11800.0,12000.0,,
804,Ghaziabad,Uttar Pradesh,Other,ST,2004,1,Retail Sales Associate,Retail,Faridabad Skill Centre 4,2024-09-30,2024-12-23,completed,56.4,CERT-804,not_placed,,,,,unverified,Felt underprepared / skill mismatch,,,,,,
805,Ghaziabad,Uttar Pradesh,Other,OBC,2007,1,Retail Sales Associate,Retail,Faridabad Skill Centre 4,2024-09-30,2024-12-23,completed,46.5,CERT-805,not_placed,,,,,unverified,Health-related reasons,,,,,,
806,Ghaziabad,Uttar Pradesh,Male,General,2001,1,Retail Sales Associate,Retail,Faridabad Skill Centre 4,2024-09-30,2024-12-23,completed,54.2,CERT-806,not_placed,,,,,unverified,Wage offered too low,,,,,,
807,Jaipur,Rajasthan,Other,ST,2005,1,Retail Sales Associate,Retail,Faridabad Skill Centre 4,2024-09-30,2024-12-23,completed,71.8,CERT-807,wage_employment,Retail Helper (low-relevance role),Retail,"Dash, Radhakrishnan and Brar",2025-02-13,unverified,,active,,12100.0,13200.0,,
808,Gurugram,Haryana,Male,General,1997,1,Retail Sales Associate,Retail,Faridabad Skill Centre 4,2024-09-30,2024-12-23,completed,90.3,CERT-808,wage_employment,Retail Helper (low-relevance role),Retail,"Lalla, Bassi and Sharaf",2025-02-10,unverified,,active,,13500.0,14600.0,15600.0,16400.0
809,Jaipur,Rajasthan,Female,OBC,1996,1,Retail Sales Associate,Retail,Faridabad Skill Centre 4,2024-09-30,2024-12-23,completed,75.6,CERT-809,not_placed,,,,,unverified,Wage offered too low,,,,,,
810,Jaipur,Rajasthan,Female,General,2005,1,Retail Sales Associate,Retail,Faridabad Skill Centre 4,2024-09-30,2024-12-23,completed,47.6,CERT-810,wage_employment,Retail Associate,Retail,"Dash, Radhakrishnan and Brar",2025-01-17,confirmed,,active,,12600.0,13300.0,,
811,Ghaziabad,Uttar Pradesh,Female,General,1991,1,Retail Sales Associate,Retail,Faridabad Skill Centre 4,2024-09-30,2024-12-23,completed,83.3,CERT-811,not_placed,,,,,unverified,No suitable openings in area,,,,,,
812,Faridabad,Haryana,Female,OBC,1997,1,Retail Sales Associate,Retail,Faridabad Skill Centre 4,2024-09-30,2024-12-23,dropped_out,75.3,,,,,,,,,,,,,,
813,Faridabad,Haryana,Male,OBC,2002,1,Retail Sales Associate,Retail,Faridabad Skill Centre 4,2024-09-30,2024-12-23,completed,80.0,CERT-813,self_employment,Retail Helper (low-relevance role),Retail,,2025-02-04,unverified,,ended,Family circumstances changed,11100.0,11400.0,,
814,Ghaziabad,Uttar Pradesh,Other,SC,1994,1,Retail Sales Associate,Retail,Faridabad Skill Centre 4,2024-09-30,2024-12-23,completed,45.9,CERT-814,not_placed,,,,,unverified,Wage offered too low,,,,,,
815,Gurugram,Haryana,Other,ST,2001,1,Retail Sales Associate,Retail,Faridabad Skill Centre 4,2024-09-30,2024-12-23,completed,48.5,CERT-815,not_placed,,,,,unverified,Pursuing further education,,,,,,
816,Ghaziabad,Uttar Pradesh,Female,ST,2001,1,Retail Sales Associate,Retail,Faridabad Skill Centre 4,2024-09-30,2024-12-23,completed,86.1,CERT-816,wage_employment,Retail Helper (low-relevance role),Retail,"Dash, Radhakrishnan and Brar",2025-02-01,confirmed,,active,,12200.0,13100.0,14100.0,
817,Faridabad,Haryana,Male,General,1991,1,Inventory & POS Operations,Retail,Ghaziabad Skill Centre 2,2024-06-24,2024-09-16,completed,53.6,CERT-817,wage_employment,Retail Helper (low-relevance role),Retail,"Lalla, Bassi and Sharaf",2024-10-12,unverified,,active,,12400.0,12800.0,13600.0,14400.0
818,Gautam Buddh Nagar,Uttar Pradesh,Other,SC,1997,1,Inventory & POS Operations,Retail,Ghaziabad Skill Centre 2,2024-06-24,2024-09-16,dropped_out,48.1,,,,,,,,,,,,,,
819,Gautam Buddh Nagar,Uttar Pradesh,Male,ST,2001,1,Inventory & POS Operations,Retail,Ghaziabad Skill Centre 2,2024-06-24,2024-09-16,completed,85.7,CERT-819,wage_employment,Retail Helper (low-relevance role),Retail,"Memon, Pathak and Handa",2024-09-29,unverified,,active,,11700.0,12500.0,12800.0,
820,Gautam Buddh Nagar,Uttar Pradesh,Female,General,2006,1,Inventory & POS Operations,Retail,Ghaziabad Skill Centre 2,2024-06-24,2024-09-16,completed,87.7,CERT-820,not_placed,,,,,unverified,Job location too far / relocation not feasible,,,,,,
821,Ghaziabad,Uttar Pradesh,Male,ST,1993,1,Inventory & POS Operations,Retail,Ghaziabad Skill Centre 2,2024-06-24,2024-09-16,completed,95.0,CERT-821,wage_employment,Retail Helper (low-relevance role),Retail,"Lalla, Bassi and Sharaf",2024-11-29,confirmed,,active,,11800.0,12200.0,,
822,Gautam Buddh Nagar,Uttar Pradesh,Male,General,2003,1,Inventory & POS Operations,Retail,Ghaziabad Skill Centre 2,2024-06-24,2024-09-16,completed,69.5,CERT-822,wage_employment,Retail Helper (low-relevance role),Retail,"Lalla, Bassi and Sharaf",2024-10-27,confirmed,,active,,10800.0,11200.0,11700.0,11800.0
823,Jaipur,Rajasthan,Male,OBC,1990,1,Inventory & POS Operations,Retail,Ghaziabad Skill Centre 2,2024-06-24,2024-09-16,completed,87.6,CERT-823,not_placed,,,,,unverified,Family responsibilities / not permitted to work,,,,,,
824,Ghaziabad,Uttar Pradesh,Male,ST,2004,1,Inventory & POS Operations,Retail,Ghaziabad Skill Centre 2,2024-06-24,2024-09-16,completed,68.2,CERT-824,wage_employment,Retail Helper (low-relevance role),Retail,"Lalla, Bassi and Sharaf",2024-11-27,confirmed,,active,,11900.0,12100.0,12700.0,
825,Gautam Buddh Nagar,Uttar Pradesh,Other,ST,2004,1,Inventory & POS Operations,Retail,Ghaziabad Skill Centre 2,2024-06-24,2024-09-16,completed,51.6,CERT-825,wage_employment,Retail Helper (low-relevance role),Retail,Rai LLC,2024-10-24,unverified,,active,,12300.0,12500.0,12700.0,12600.0
826,Gautam Buddh Nagar,Uttar Pradesh,Other,ST,1999,1,Inventory & POS Operations,Retail,Ghaziabad Skill Centre 2,2024-06-24,2024-09-16,completed,65.9,CERT-826,not_placed,,,,,unverified,Health-related reasons,,,,,,
827,Ghaziabad,Uttar Pradesh,Female,ST,1992,1,Inventory & POS Operations,Retail,Ghaziabad Skill Centre 2,2024-06-24,2024-09-16,completed,81.3,CERT-827,not_placed,,,,,unverified,Job location too far / relocation not feasible,,,,,,
828,Jaipur,Rajasthan,Female,ST,1999,1,Inventory & POS Operations,Retail,Ghaziabad Skill Centre 2,2024-06-24,2024-09-16,completed,95.6,CERT-828,wage_employment,Retail Helper (low-relevance role),Retail,"Lalla, Bassi and Sharaf",2024-11-22,confirmed,,ended,Moved to a better opportunity,11700.0,12200.0,12500.0,
829,Gurugram,Haryana,Male,OBC,1995,1,Inventory & POS Operations,Retail,Ghaziabad Skill Centre 2,2024-06-24,2024-09-16,dropped_out,69.8,,,,,,,,,,,,,,
830,Jaipur,Rajasthan,Other,OBC,2004,1,Inventory & POS Operations,Retail,Ghaziabad Skill Centre 2,2024-06-24,2024-09-16,completed,66.8,CERT-830,not_placed,,,,,unverified,Pursuing further education,,,,,,
831,Gautam Buddh Nagar,Uttar Pradesh,Female,General,1998,1,Inventory & POS Operations,Retail,Ghaziabad Skill Centre 2,2024-06-24,2024-09-16,completed,81.3,CERT-831,not_placed,,,,,unverified,Family responsibilities / not permitted to work,,,,,,
832,Jaipur,Rajasthan,Other,ST,2006,1,Inventory & POS Operations,Retail,Ghaziabad Skill Centre 2,2024-06-24,2024-09-16,completed,92.6,CERT-832,wage_employment,Retail Helper (low-relevance role),Retail,"Lalla, Bassi and Sharaf",2024-11-28,unverified,,active,,13300.0,14600.0,14800.0,
833,Gurugram,Haryana,Other,OBC,2006,1,Inventory & POS Operations,Retail,Ghaziabad Skill Centre 2,2024-06-24,2024-09-16,completed,68.3,CERT-833,wage_employment,Retail Associate,Retail,"Lalla, Bassi and Sharaf",2024-11-29,confirmed,,active,,11900.0,13000.0,,
834,Jaipur,Rajasthan,Female,General,2002,1,Inventory & POS Operations,Retail,Ghaziabad Skill Centre 2,2024-06-24,2024-09-16,completed,72.1,CERT-834,self_employment,Retail Associate,Retail,,2024-10-25,confirmed,,ended,Left due to low wage relative to workload,11600.0,11700.0,,
835,Gautam Buddh Nagar,Uttar Pradesh,Female,ST,1998,1,Inventory & POS Operations,Retail,Ghaziabad Skill Centre 2,2024-06-24,2024-09-16,completed,67.6,CERT-835,wage_employment,Retail Helper (low-relevance role),Retail,"Dash, Radhakrishnan and Brar",2024-10-13,unverified,,active,,11500.0,11900.0,12500.0,
836,Faridabad,Haryana,Other,ST,1999,1,Inventory & POS Operations,Retail,Ghaziabad Skill Centre 2,2024-06-24,2024-09-16,completed,58.2,CERT-836,wage_employment,Retail Associate,Retail,"Lalla, Bassi and Sharaf",2024-10-25,confirmed,,active,,10000.0,11000.0,12300.0,12400.0
837,Ghaziabad,Uttar Pradesh,Other,ST,1998,1,Inventory & POS Operations,Retail,Ghaziabad Skill Centre 2,2024-06-24,2024-09-16,completed,71.6,CERT-837,not_placed,,,,,unverified,No suitable openings in area,,,,,,
838,Ghaziabad,Uttar Pradesh,Male,ST,1998,1,Inventory & POS Operations,Retail,Ghaziabad Skill Centre 2,2024-06-24,2024-09-16,completed,97.3,CERT-838,wage_employment,Retail Helper (low-relevance role),Retail,"Lalla, Bassi and Sharaf",2024-11-14,confirmed,,active,,10900.0,11400.0,11300.0,11700.0
839,Faridabad,Haryana,Male,OBC,1990,1,Inventory & POS Operations,Retail,Ghaziabad Skill Centre 2,2024-06-24,2024-09-16,completed,47.3,CERT-839,wage_employment,Retail Helper (low-relevance role),Retail,"Lalla, Bassi and Sharaf",2024-11-11,confirmed,,active,,11400.0,11600.0,12100.0,12700.0
840,Faridabad,Haryana,Other,General,2005,1,Inventory & POS Operations,Retail,Ghaziabad Skill Centre 2,2024-06-24,2024-09-16,completed,51.7,CERT-840,wage_employment,Retail Helper (low-relevance role),Retail,Buch-Kaul,2024-09-26,unverified,,ended,Left due to low wage relative to workload,11800.0,,,
841,Gautam Buddh Nagar,Uttar Pradesh,Male,OBC,1997,1,Inventory & POS Operations,Retail,Ghaziabad Skill Centre 2,2024-06-24,2024-09-16,completed,78.2,CERT-841,not_placed,,,,,unverified,Family responsibilities / not permitted to work,,,,,,
842,Jaipur,Rajasthan,Other,OBC,2007,1,Inventory & POS Operations,Retail,Ghaziabad Skill Centre 2,2024-06-24,2024-09-16,completed,75.8,CERT-842,not_placed,,,,,unverified,Family responsibilities / not permitted to work,,,,,,
843,Gurugram,Haryana,Male,SC,2006,1,Inventory & POS Operations,Retail,Ghaziabad Skill Centre 2,2024-06-24,2024-09-16,completed,90.9,CERT-843,wage_employment,Retail Associate,Retail,"Memon, Pathak and Handa",2024-09-27,unverified,,ended,Left due to low wage relative to workload,13100.0,14100.0,,
844,Faridabad,Haryana,Female,ST,1991,1,Inventory & POS Operations,Retail,Ghaziabad Skill Centre 2,2024-06-24,2024-09-16,completed,61.7,CERT-844,self_employment,Retail Associate,Retail,,2024-10-07,confirmed,,active,,10200.0,10900.0,11500.0,
845,Faridabad,Haryana,Other,ST,1998,1,Inventory & POS Operations,Retail,Ghaziabad Skill Centre 2,2024-06-24,2024-09-16,completed,66.8,CERT-845,wage_employment,Retail Associate,Retail,"Dash, Radhakrishnan and Brar",2024-09-22,unverified,,active,,11500.0,12400.0,12700.0,13500.0
846,Gurugram,Haryana,Male,ST,1998,1,Inventory & POS Operations,Retail,Ghaziabad Skill Centre 2,2024-06-24,2024-09-16,completed,90.3,CERT-846,wage_employment,Retail Helper (low-relevance role),Retail,Rai LLC,2024-10-28,confirmed,,ended,Family circumstances changed,12400.0,,,
847,Ghaziabad,Uttar Pradesh,Female,OBC,1993,1,Inventory & POS Operations,Retail,Ghaziabad Skill Centre 2,2024-06-24,2024-09-16,completed,96.1,CERT-847,not_placed,,,,,unverified,Job location too far / relocation not feasible,,,,,,
848,Faridabad,Haryana,Male,ST,2005,1,Inventory & POS Operations,Retail,Ghaziabad Skill Centre 2,2024-06-24,2024-09-16,completed,61.7,CERT-848,wage_employment,Retail Helper (low-relevance role),Retail,"Lalla, Bassi and Sharaf",2024-10-13,confirmed,,ended,Moved to a better opportunity,12100.0,,,
849,Faridabad,Haryana,Male,ST,2006,1,Inventory & POS Operations,Retail,Ghaziabad Skill Centre 2,2024-06-24,2024-09-16,completed,97.6,CERT-849,self_employment,Retail Associate,Retail,,2024-10-13,unverified,,active,,11100.0,12000.0,,
