placement_id,trainee_id,training_id,placement_type,employer_id,job_title,job_sector,start_date,source,verification_status,non_placement_reason_text
583,633,633,wage_employment,10.0,Healthcare Support Associate,Healthcare Support,2024-10-01,dashboard,confirmed,
584,634,634,wage_employment,8.0,Healthcare Support Helper (low-relevance role),Healthcare Support,2024-10-25,dashboard,confirmed,
585,635,635,wage_employment,9.0,Healthcare Support Helper (low-relevance role),Healthcare Support,2024-10-11,dashboard,unverified,
586,636,636,wage_employment,7.0,Healthcare Support Associate,Healthcare Support,2024-11-11,dashboard,confirmed,
587,637,637,not_placed,,,,,dashboard,unverified,Job location too far / relocation not feasible
588,638,638,wage_employment,12.0,Healthcare Support Associate,Healthcare Support,2024-11-04,dashboard,unverified,
589,639,639,wage_employment,10.0,Healthcare Support Helper (low-relevance role),Healthcare Support,2024-10-23,dashboard,confirmed,
590,640,640,not_placed,,,,,dashboard,unverified,Wage offered too low
591,641,641,wage_employment,11.0,Healthcare Support Helper (low-relevance role),Healthcare Support,2024-11-04,dashboard,confirmed,
592,642,642,not_placed,,,,,dashboard,unverified,Pursuing further education
593,644,644,wage_employment,9.0,Healthcare Support Associate,Healthcare Support,2024-09-22,dashboard,unverified,
594,645,645,wage_employment,8.0,Healthcare Support Associate,Healthcare Support,2024-10-07,dashboard,unverified,
595,646,646,self_employment,,Healthcare Support Helper (low-relevance role),Healthcare Support,2024-11-13,dashboard,unverified,
596,648,648,not_placed,,,,,dashboard,unverified,No suitable openings in area
597,649,649,wage_employment,12.0,Healthcare Support Associate,Healthcare Support,2024-10-12,dashboard,confirmed,
598,650,650,not_placed,,,,,dashboard,unverified,Pursuing further education
599,651,651,not_placed,,,,,dashboard,unverified,Felt underprepared / skill mismatch
600,652,652,not_placed,,,,,dashboard,unverified,Job location too far / relocation not feasible
601,653,653,not_placed,,,,,dashboard,unverified,Pursuing further education
602,654,654,apprenticeship,9.0,Healthcare Support Associate,Healthcare Support,2024-09-30,dashboard,confirmed,
603,655,655,not_placed,,,,,dashboard,unverified,Felt underprepared / skill mismatch
604,656,656,wage_employment,9.0,Healthcare Support Associate,Healthcare Support,2024-11-21,dashboard,confirmed,
605,657,657,not_placed,,,,,dashboard,unverified,Felt underprepared / skill mismatch
606,658,658,not_placed,,,,,dashboard,unverified,Family responsibilities / not permitted to work
607,660,660,not_placed,,,,,dashboard,unverified,Pursuing further education
608,661,661,apprenticeship,12.0,Healthcare Support Associate,Healthcare Support,2024-09-17,dashboard,unverified,
609,662,662,not_placed,,,,,dashboard,unverified,No suitable openings in area
610,663,663,wage_employment,12.0,Healthcare Support Associate,Healthcare Support,2024-11-08,dashboard,confirmed,
611,664,664,not_placed,,,,,dashboard,unverified,Wage offered too low
612,665,665,wage_employment,8.0,Healthcare Support Helper (low-relevance role),Healthcare Support,2024-09-12,dashboard,unverified,
613,666,666,wage_employment,12.0,Healthcare Support Helper (low-relevance role),Healthcare Support,2024-10-29,dashboard,unverified,
614,667,667,not_placed,,,,,dashboard,unverified,Pursuing further education
615,668,668,self_employment,,Healthcare Support Associate,Healthcare Support,2024-09-13,dashboard,confirmed,
616,669,669,not_placed,,,,,dashboard,unverified,Job location too far / relocation not feasible
617,670,670,wage_employment,7.0,Healthcare Support Associate,Healthcare Support,2024-11-06,dashboard,confirmed,
618,671,671,not_placed,,,,,dashboard,unverified,Felt underprepared / skill mismatch
619,672,672,not_placed,,,,,dashboard,unverified,Job location too far / relocation not feasible
620,673,673,not_placed,,,,,dashboard,unverified,Pursuing further education
621,674,674,wage_employment,12.0,Healthcare Support Associate,Healthcare Support,2024-09-20,dashboard,confirmed,
622,675,675,wage_employment,11.0,Healthcare Support Helper (low-relevance role),Healthcare Support,2024-10-04,dashboard,confirmed,
623,677,677,apprenticeship,12.0,Healthcare Support Associate,Healthcare Support,2024-11-13,dashboard,unverified,
624,678,678,wage_employment,9.0,Healthcare Support Associate,Healthcare Support,2024-11-21,dashboard,confirmed,
625,679,679,not_placed,,,,,dashboard,unverified,Job location too far / relocation not feasible
626,680,680,wage_employment,8.0,Healthcare Support Associate,Healthcare Support,2024-10-31,dashboard,unverified,
627,681,681,wage_employment,15.0,Retail Helper (low-relevance role),Retail,2025-04-26,dashboard,disputed,
628,682,682,apprenticeship,15.0,Retail Associate,Retail,2025-05-28,dashboard,confirmed,
629,683,683,not_placed,,,,,dashboard,unverified,Wage offered too low
630,684,684,self_employment,,Retail Associate,Retail,2025-04-19,dashboard,confirmed,
631,685,685,wage_employment,13.0,Retail Helper (low-relevance role),Retail,2025-05-17,dashboard,confirmed,
632,686,686,wage_employment,17.0,Retail Associate,Retail,2025-05-26,dashboard,disputed,
633,687,687,wage_employment,15.0,Retail Helper (low-relevance role),Retail,2025-05-29,dashboard,confirmed,
634,688,688,not_placed,,,,,dashboard,unverified,Job location too far / relocation not feasible
635,689,689,wage_employment,16.0,Retail Helper (low-relevance role),Retail,2025-05-16,dashboard,unverified,
636,691,691,wage_employment,15.0,Retail Associate,Retail,2025-05-14,dashboard,confirmed,
637,692,692,wage_employment,13.0,Retail Associate,Retail,2025-04-14,dashboard,confirmed,
638,693,693,not_placed,,,,,dashboard,unverified,Wage offered too low
639,694,694,wage_employment,18.0,Retail Associate,Retail,2025-05-09,dashboard,unverified,
640,696,696,not_placed,,,,,dashboard,unverified,Job location too far / relocation not feasible
641,697,697,wage_employment,14.0,Retail Associate,Retail,2025-04-17,dashboard,unverified,
642,698,698,self_employment,,Retail Associate,Retail,2025-04-09,dashboard,confirmed,
643,700,700,not_placed,,,,,dashboard,unverified,Wage offered too low
644,701,701,not_placed,,,,,dashboard,unverified,Wage offered too low
645,702,702,self_employment,,Retail Associate,Retail,2025-06-01,dashboard,unverified,
646,703,703,wage_employment,13.0,Retail Associate,Retail,2025-04-15,dashboard,confirmed,
647,704,704,wage_employment,15.0,Retail Helper (low-relevance role),Retail,2025-05-16,dashboard,confirmed,
648,705,705,wage_employment,17.0,Retail Associate,Retail,2025-05-30,dashboard,disputed,
649,706,706,not_placed,,,,,dashboard,unverified,Job location too far / relocation not feasible
650,708,708,not_placed,,,,,dashboard,unverified,Wage offered too low
651,709,709,wage_employment,17.0,Retail Helper (low-relevance role),Retail,2025-04-29,dashboard,confirmed,
652,710,710,not_placed,,,,,dashboard,unverified,Felt underprepared / skill mismatch
653,711,711,wage_employment,15.0,Retail Helper (low-relevance role),Retail,2025-04-28,dashboard,unverified,
654,713,713,not_placed,,,,,dashboard,unverified,Family responsibilities / not permitted to work
655,714,714,wage_employment,14.0,Retail Helper (low-relevance role),Retail,2025-06-05,dashboard,unverified,
656,715,715,not_placed,,,,,dashboard,unverified,Wage offered too low
657,716,716,not_placed,,,,,dashboard,unverified,Felt underprepared / skill mismatch
658,717,717,wage_employment,13.0,Retail Helper (low-relevance role),Retail,2025-04-01,dashboard,confirmed,
659,718,718,self_employment,,Retail Helper (low-relevance role),Retail,2025-04-12,dashboard,unverified,
660,719,719,wage_employment,15.0,Retail Helper (low-relevance role),Retail,2025-05-08,dashboard,confirmed,
661,720,720,wage_employment,13.0,Retail Associate,Retail,2025-05-06,dashboard,unverified,
662,721,721,not_placed,,,,,dashboard,unverified,Family responsibilities / not permitted to work
663,722,722,not_placed,,,,,dashboard,unverified,Family responsibilities / not permitted to work
664,723,723,not_placed,,,,,dashboard,unverified,Job location too far / relocation not feasible
665,724,724,not_placed,,,,,dashboard,unverified,Job location too far / relocation not feasible
666,725,725,self_employment,,Retail Helper (low-relevance role),Retail,2025-04-12,dashboard,unverified,
667,726,726,not_placed,,,,,dashboard,unverified,Pursuing further education
668,727,727,not_placed,,,,,dashboard,unverified,Felt underprepared / skill mismatch
669,728,728,wage_employment,18.0,Retail Helper (low-relevance role),Retail,2025-04-15,dashboard,unverified,
670,729,729,wage_employment,14.0,Retail Associate,Retail,2025-05-21,dashboard,unverified,
671,730,730,self_employment,,Retail Helper (low-relevance role),Retail,2025-05-01,dashboard,unverified,
672,731,731,wage_employment,13.0,Retail Helper (low-relevance role),Retail,2025-05-28,dashboard,confirmed,
673,732,732,self_employment,,Retail Helper (low-relevance role),Retail,2025-04-10,dashboard,unverified,
674,733,733,not_placed,,,,,dashboard,unverified,Family responsibilities / not permitted to work
675,735,735,not_placed,,,,,dashboard,unverified,Felt underprepared / skill mismatch
676,736,736,wage_employment,15.0,Retail Associate,Retail,2025-05-24,dashboard,unverified,
677,737,737,apprenticeship,14.0,Retail Helper (low-relevance role),Retail,2025-05-13,dashboard,confirmed,
678,738,738,self_employment,,Retail Associate,Retail,2025-05-09,dashboard,disputed,
679,739,739,not_placed,,,,,dashboard,unverified,No suitable openings in area
680,740,740,not_placed,,,,,dashboard,unverified,Wage offered too low
681,741,741,self_employment,,Retail Associate,Retail,2025-06-05,dashboard,unverified,
682,742,742,wage_employment,15.0,Retail Helper (low-relevance role),Retail,2025-03-31,dashboard,confirmed,
683,743,743,self_employment,,Retail Associate,Retail,2025-05-31,dashboard,unverified,
684,744,744,wage_employment,13.0,Retail Helper (low-relevance role),Retail,2025-03-28,dashboard,confirmed,
685,745,745,self_employment,,Retail Helper (low-relevance role),Retail,2025-05-27,dashboard,confirmed,
686,746,746,wage_employment,13.0,Retail Helper (low-relevance role),Retail,2025-04-30,dashboard,unverified,
687,747,747,wage_employment,18.0,Retail Helper (low-relevance role),Retail,2025-04-13,dashboard,unverified,
688,748,748,apprenticeship,18.0,Retail Helper (low-relevance role),Retail,2025-03-30,dashboard,confirmed,
689,749,749,self_employment,,Retail Associate,Retail,2025-01-01,dashboard,confirmed,
690,750,750,wage_employment,14.0,Retail Associate,Retail,2025-03-01,dashboard,confirmed,
691,751,751,self_employment,,Retail Helper (low-relevance role),Retail,2025-01-10,dashboard,confirmed,
692,752,752,not_placed,,,,,dashboard,unverified,No suitable openings in area
693,753,753,not_placed,,,,,dashboard,unverified,Wage offered too low
694,754,754,wage_employment,15.0,Retail Helper (low-relevance role),Retail,2024-12-31,dashboard,confirmed,
695,755,755,wage_employment,15.0,Retail Associate,Retail,2025-01-27,dashboard,confirmed,
696,756,756,not_placed,,,,,dashboard,unverified,Felt underprepared / skill mismatch
697,758,758,wage_employment,17.0,Retail Associate,Retail,2025-01-20,dashboard,confirmed,
698,759,759,self_employment,,Retail Helper (low-relevance role),Retail,2025-01-14,dashboard,confirmed,
699,760,760,not_placed,,,,,dashboard,unverified,Job location too far / relocation not feasible
700,761,761,self_employment,,Retail Helper (low-relevance role),Retail,2025-02-03,dashboard,unverified,
701,762,762,self_employment,,Retail Helper (low-relevance role),Retail,2025-02-21,dashboard,confirmed,
702,763,763,not_placed,,,,,dashboard,unverified,Family responsibilities / not permitted to work
703,764,764,self_employment,,Retail Helper (low-relevance role),Retail,2025-02-02,dashboard,unverified,
704,765,765,not_placed,,,,,dashboard,unverified,Job location too far / relocation not feasible
705,766,766,self_employment,,Retail Associate,Retail,2025-01-09,dashboard,unverified,
706,768,768,not_placed,,,,,dashboard,unverified,Job location too far / relocation not feasible
707,769,769,not_placed,,,,,dashboard,unverified,Felt underprepared / skill mismatch
708,770,770,wage_employment,18.0,Retail Associate,Retail,2025-02-07,dashboard,confirmed,
709,771,771,wage_employment,16.0,Retail Associate,Retail,2025-02-26,dashboard,unverified,
710,772,772,not_placed,,,,,dashboard,unverified,No suitable openings in area
711,773,773,wage_employment,13.0,Retail Associate,Retail,2025-02-25,dashboard,unverified,
712,774,774,not_placed,,,,,dashboard,unverified,Wage offered too low
713,775,775,self_employment,,Retail Helper (low-relevance role),Retail,2025-02-21,dashboard,confirmed,
714,776,776,apprenticeship,14.0,Retail Helper (low-relevance role),Retail,2025-03-07,dashboard,confirmed,
715,777,777,not_placed,,,,,dashboard,unverified,Job location too far / relocation not feasible
716,778,778,wage_employment,13.0,Retail Associate,Retail,2025-02-17,dashboard,unverified,
717,779,779,wage_employment,18.0,Retail Associate,Retail,2025-01-19,dashboard,confirmed,
718,780,780,not_placed,,,,,dashboard,unverified,Family responsibilities / not permitted to work
719,781,781,not_placed,,,,,dashboard,unverified,Family responsibilities / not permitted to work
720,782,782,wage_employment,13.0,Retail Associate,Retail,2025-02-22,dashboard,confirmed,
721,783,783,wage_employment,14.0,Retail Helper (low-relevance role),Retail,2025-01-13,dashboard,confirmed,
722,784,784,not_placed,,,,,dashboard,unverified,Felt underprepared / skill mismatch
723,785,785,wage_employment,15.0,Retail Associate,Retail,2025-03-07,dashboard,confirmed,
724,786,786,self_employment,,Retail Helper (low-relevance role),Retail,2025-02-07,dashboard,confirmed,
725,787,787,not_placed,,,,,dashboard,unverified,Family responsibilities / not permitted to work
726,788,788,not_placed,,,,,dashboard,unverified,Job location too far / relocation not feasible
727,789,789,not_placed,,,,,dashboard,unverified,No suitable openings in area
728,790,790,self_employment,,Retail Helper (low-relevance role),Retail,2025-02-08,dashboard,unverified,
729,791,791,wage_employment,14.0,Retail Associate,Retail,2025-01-10,dashboard,confirmed,
730,792,792,not_placed,,,,,dashboard,unverified,Family responsibilities / not permitted to work
731,793,793,self_employment,,Retail Helper (low-relevance role),Retail,2025-03-06,dashboard,confirmed,
732,794,794,wage_employment,14.0,Retail Helper (low-relevance role),Retail,2024-12-28,dashboard,unverified,
733,796,796,wage_employment,17.0,Retail Helper (low-relevance role),Retail,2025-02-15,dashboard,confirmed,
734,797,797,wage_employment,13.0,Retail Helper (low-relevance role),Retail,2025-01-14,dashboard,confirmed,
735,798,798,self_employment,,Retail Associate,Retail,2025-02-10,dashboard,confirmed,
736,799,799,not_placed,,,,,dashboard,unverified,Wage offered too low
737,800,800,not_placed,,,,,dashboard,unverified,Pursuing further education
738,801,801,wage_employment,18.0,Retail Associate,Retail,2025-02-18,dashboard,unverified,
739,802,802,not_placed,,,,,dashboard,unverified,No suitable openings in area
740,803,803,self_employment,,Retail Helper (low-relevance role),Retail,2025-03-01,dashboard,unverified,
741,804,804,not_placed,,,,,dashboard,unverified,Felt underprepared / skill mismatch
742,805,805,not_placed,,,,,dashboard,unverified,Health-related reasons
743,806,806,not_placed,,,,,dashboard,unverified,Wage offered too low
744,807,807,wage_employment,14.0,Retail Helper (low-relevance role),Retail,2025-02-13,dashboard,unverified,
745,808,808,wage_employment,13.0,Retail Helper (low-relevance role),Retail,2025-02-10,dashboard,unverified,
746,809,809,not_placed,,,,,dashboard,unverified,Wage offered too low
747,810,810,wage_employment,14.0,Retail Associate,Retail,2025-01-17,dashboard,confirmed,
748,811,811,not_placed,,,,,dashboard,unverified,No suitable openings in area
749,813,813,self_employment,,Retail Helper (low-relevance role),Retail,2025-02-04,dashboard,unverified,
750,814,814,not_placed,,,,,dashboard,unverified,Wage offered too low
751,815,815,not_placed,,,,,dashboard,unverified,Pursuing further education
752,816,816,wage_employment,14.0,Retail Helper (low-relevance role),Retail,2025-02-01,dashboard,confirmed,
753,817,817,wage_employment,13.0,Retail Helper (low-relevance role),Retail,2024-10-12,dashboard,unverified,
754,819,819,wage_employment,15.0,Retail Helper (low-relevance role),Retail,2024-09-29,dashboard,unverified,
755,820,820,not_placed,,,,,dashboard,unverified,Job location too far / relocation not feasible
756,821,821,wage_employment,13.0,Retail Helper (low-relevance role),Retail,2024-11-29,dashboard,confirmed,
757,822,822,wage_employment,13.0,Retail Helper (low-relevance role),Retail,2024-10-27,dashboard,confirmed,
758,823,823,not_placed,,,,,dashboard,unverified,Family responsibilities / not permitted to work
759,824,824,wage_employment,13.0,Retail Helper (low-relevance role),Retail,2024-11-27,dashboard,confirmed,
760,825,825,wage_employment,18.0,Retail Helper (low-relevance role),Retail,2024-10-24,dashboard,unverified,
761,826,826,not_placed,,,,,dashboard,unverified,Health-related reasons
762,827,827,not_placed,,,,,dashboard,unverified,Job location too far / relocation not feasible
763,828,828,wage_employment,13.0,Retail Helper (low-relevance role),Retail,2024-11-22,dashboard,confirmed,
764,830,830,not_placed,,,,,dashboard,unverified,Pursuing further education
765,831,831,not_placed,,,,,dashboard,unverified,Family responsibilities / not permitted to work
766,832,832,wage_employment,13.0,Retail Helper (low-relevance role),Retail,2024-11-28,dashboard,unverified,
767,833,833,wage_employment,13.0,Retail Associate,Retail,2024-11-29,dashboard,confirmed,
768,834,834,self_employment,,Retail Associate,Retail,2024-10-25,dashboard,confirmed,
769,835,835,wage_employment,14.0,Retail Helper (low-relevance role),Retail,2024-10-13,dashboard,unverified,
770,836,836,wage_employment,13.0,Retail Associate,Retail,2024-10-25,dashboard,confirmed,
771,837,837,not_placed,,,,,dashboard,unverified,No suitable openings in area
772,838,838,wage_employment,13.0,Retail Helper (low-relevance role),Retail,2024-11-14,dashboard,confirmed,
773,839,839,wage_employment,13.0,Retail Helper (low-relevance role),Retail,2024-11-11,dashboard,confirmed,
774,840,840,wage_employment,17.0,Retail Helper (low-relevance role),Retail,2024-09-26,dashboard,unverified,
775,841,841,not_placed,,,,,dashboard,unverified,Family responsibilities / not permitted to work
776,842,842,not_placed,,,,,dashboard,unverified,Family responsibilities / not permitted to work
777,843,843,wage_employment,15.0,Retail Associate,Retail,2024-09-27,dashboard,unverified,
778,844,844,self_employment,,Retail Associate,Retail,2024-10-07,dashboard,confirmed,
779,845,845,wage_employment,14.0,Retail Associate,Retail,2024-09-22,dashboard,unverified,
780,846,846,wage_employment,18.0,Retail Helper (low-relevance role),Retail,2024-10-28,dashboard,confirmed,
781,847,847,not_placed,,,,,dashboard,unverified,Job location too far / relocation not feasible
782,848,848,wage_employment,13.0,Retail Helper (low-relevance role),Retail,2024-10-13,dashboard,confirmed,
783,849,849,self_employment,,Retail Associate,Retail,2024-10-13,dashboard,unverified,
784,850,850,not_placed,,,,,dashboard,unverified,Job location too far / relocation not feasible
785,851,851,wage_employment,18.0,Retail Helper (low-relevance role),Retail,2024-10-12,dashboard,confirmed,
786,852,852,self_employment,,Retail Helper (low-relevance role),Retail,2024-10-16,dashboard,confirmed,
787,853,853,wage_employment,14.0,Retail Helper (low-relevance role),Retail,2024-11-28,dashboard,confirmed,
788,854,854,wage_employment,15.0,Retail Associate,Retail,2024-09-22,dashboard,unverified,
789,855,855,not_placed,,,,,dashboard,unverified,Job location too far / relocation not feasible
790,856,856,wage_employment,17.0,Retail Helper (low-relevance role),Retail,2024-11-25,dashboard,unverified,
791,858,858,wage_employment,17.0,Retail Helper (low-relevance role),Retail,2024-10-19,dashboard,unverified,
792,859,859,wage_employment,13.0,Retail Associate,Retail,2024-10-05,dashboard,unverified,
793,860,860,self_employment,,Retail Helper (low-relevance role),Retail,2024-11-30,dashboard,confirmed,
794,861,861,not_placed,,,,,dashboard,unverified,Wage offered too low
795,862,862,self_employment,,Retail Helper (low-relevance role),Retail,2024-11-15,dashboard,confirmed,
796,863,863,not_placed,,,,,dashboard,unverified,No suitable openings in area
797,865,865,wage_employment,18.0,Retail Associate,Retail,2024-11-11,dashboard,unverified,
798,866,866,wage_employment,13.0,Retail Helper (low-relevance role),Retail,2024-10-07,dashboard,disputed,
799,867,867,not_placed,,,,,dashboard,unverified,Wage offered too low
800,868,868,wage_employment,13.0,Retail Helper (low-relevance role),Retail,2024-10-03,dashboard,unverified,
801,869,869,not_placed,,,,,dashboard,unverified,Job location too far / relocation not feasible
802,871,871,not_placed,,,,,dashboard,unverified,Wage offered too low
803,872,872,wage_employment,14.0,Retail Associate,Retail,2024-10-26,dashboard,confirmed,
804,874,874,not_placed,,,,,dashboard,unverified,Family responsibilities / not permitted to work
805,875,875,not_placed,,,,,dashboard,unverified,Wage offered too low
806,876,876,wage_employment,16.0,Retail Helper (low-relevance role),Retail,2024-10-31,dashboard,confirmed,
807,877,877,not_placed,,,,,dashboard,unverified,No suitable openings in area
808,878,878,apprenticeship,18.0,Retail Associate,Retail,2024-09-30,dashboard,confirmed,
809,880,880,wage_employment,14.0,Retail Helper (low-relevance role),Retail,2024-10-31,dashboard,disputed,
810,881,881,wage_employment,14.0,Retail Helper (low-relevance role),Retail,2024-09-22,dashboard,unverified,
811,882,882,self_employment,,Retail Helper (low-relevance role),Retail,2024-11-16,dashboard,unverified,
812,883,883,apprenticeship,13.0,Retail Helper (low-relevance role),Retail,2024-10-11,dashboard,unverified,
813,884,884,apprenticeship,18.0,Retail Helper (low-relevance role),Retail,2024-11-06,dashboard,unverified,
814,885,885,not_placed,,,,,dashboard,unverified,Job location too far / relocation not feasible
815,886,886,not_placed,,,,,dashboard,unverified,No suitable openings in area
816,887,887,not_placed,,,,,dashboard,unverified,Pursuing further education
817,888,888,wage_employment,17.0,Retail Helper (low-relevance role),Retail,2024-12-06,dashboard,unverified,
818,889,889,not_placed,,,,,dashboard,unverified,Felt underprepared / skill mismatch
819,890,890,not_placed,,,,,dashboard,unverified,Job location too far / relocation not feasible
820,891,891,wage_employment,15.0,Retail Helper (low-relevance role),Retail,2024-12-21,dashboard,unverified,
821,893,893,not_placed,,,,,dashboard,unverified,Wage offered too low
822,894,894,not_placed,,,,,dashboard,unverified,Job location too far / relocation not feasible
823,895,895,wage_employment,18.0,Retail Helper (low-relevance role),Retail,2025-01-28,dashboard,confirmed,
824,896,896,not_placed,,,,,dashboard,unverified,Wage offered too low
825,897,897,not_placed,,,,,dashboard,unverified,Wage offered too low
826,898,898,wage_employment,13.0,Retail Helper (low-relevance role),Retail,2025-02-07,dashboard,confirmed,
827,900,900,apprenticeship,15.0,Retail Helper (low-relevance role),Retail,2024-12-11,dashboard,unverified,
828,902,902,not_placed,,,,,dashboard,unverified,Pursuing further education
829,903,903,not_placed,,,,,dashboard,unverified,Pursuing further education
830,904,904,not_placed,,,,,dashboard,unverified,Wage offered too low
831,905,905,self_employment,,Retail Helper (low-relevance role),Retail,2025-01-05,dashboard,unverified,
832,906,906,wage_employment,14.0,Retail Helper (low-relevance role),Retail,2024-12-21,dashboard,unverified,
833,907,907,apprenticeship,17.0,Retail Helper (low-relevance role),Retail,2025-01-09,dashboard,confirmed,
834,908,908,not_placed,,,,,dashboard,unverified,Wage offered too low
835,910,910,not_placed,,,,,dashboard,unverified,Pursuing further education
836,911,911,wage_employment,14.0,Retail Associate,Retail,2025-02-01,dashboard,confirmed,
837,912,912,not_placed,,,,,dashboard,unverified,Wage offered too low
838,913,913,not_placed,,,,,dashboard,unverified,Pursuing further education
839,914,914,wage_employment,15.0,Retail Associate,Retail,2025-02-01,dashboard,confirmed,
840,915,915,wage_employment,16.0,Retail Helper (low-relevance role),Retail,2025-01-25,dashboard,unverified,
841,916,916,wage_employment,13.0,Retail Helper (low-relevance role),Retail,2025-02-11,dashboard,confirmed,
842,917,917,wage_employment,13.0,Retail Associate,Retail,2025-01-10,dashboard,confirmed,
843,919,919,wage_employment,17.0,Retail Associate,Retail,2025-01-31,dashboard,confirmed,
844,920,920,not_placed,,,,,dashboard,unverified,Wage offered too low
845,921,921,wage_employment,16.0,Retail Associate,Retail,2024-12-05,dashboard,unverified,
846,922,922,not_placed,,,,,dashboard,unverified,Wage offered too low
847,923,923,self_employment,,Retail Helper (low-relevance role),Retail,2024-12-16,dashboard,confirmed,
848,924,924,self_employment,,Retail Helper (low-relevance role),Retail,2025-01-30,dashboard,unverified,
849,925,925,apprenticeship,17.0,Retail Associate,Retail,2024-12-25,dashboard,unverified,
850,926,926,wage_employment,16.0,Retail Helper (low-relevance role),Retail,2025-02-04,dashboard,confirmed,
851,927,927,wage_employment,17.0,Retail Associate,Retail,2025-01-17,dashboard,unverified,
852,929,929,self_employment,,Retail Associate,Retail,2025-01-02,dashboard,unverified,
853,930,930,self_employment,,Retail Helper (low-relevance role),Retail,2025-01-17,dashboard,confirmed,
854,931,931,wage_employment,14.0,Retail Helper (low-relevance role),Retail,2025-01-05,dashboard,unverified,
855,932,932,apprenticeship,18.0,Retail Helper (low-relevance role),Retail,2025-02-10,dashboard,unverified,
856,933,933,wage_employment,13.0,Retail Helper (low-relevance role),Retail,2025-01-18,dashboard,disputed,
857,934,934,wage_employment,17.0,Retail Helper (low-relevance role),Retail,2025-01-31,dashboard,unverified,
858,935,935,not_placed,,,,,dashboard,unverified,Health-related reasons
859,936,936,wage_employment,18.0,Retail Helper (low-relevance role),Retail,2025-01-21,dashboard,confirmed,
860,937,937,self_employment,,Retail Helper (low-relevance role),Retail,2025-01-05,dashboard,confirmed,
861,938,938,wage_employment,13.0,Retail Associate,Retail,2025-02-10,dashboard,unverified,
862,939,939,wage_employment,15.0,Retail Associate,Retail,2025-01-12,dashboard,unverified,
863,940,940,self_employment,,Retail Helper (low-relevance role),Retail,2025-01-02,dashboard,unverified,
864,941,941,not_placed,,,,,dashboard,unverified,Wage offered too low
865,942,942,wage_employment,14.0,Retail Helper (low-relevance role),Retail,2025-02-12,dashboard,unverified,
866,943,943,wage_employment,18.0,Retail Helper (low-relevance role),Retail,2025-01-14,dashboard,unverified,
867,944,944,wage_employment,15.0,Retail Associate,Retail,2024-12-12,dashboard,unverified,
868,946,946,wage_employment,16.0,Retail Associate,Retail,2025-01-30,dashboard,unverified,
869,947,947,wage_employment,14.0,Retail Associate,Retail,2024-12-10,dashboard,confirmed,
870,948,948,not_placed,,,,,dashboard,unverified,Job location too far / relocation not feasible
871,949,949,wage_employment,17.0,Retail Associate,Retail,2025-01-30,dashboard,unverified,
872,950,950,wage_employment,14.0,Retail Helper (low-relevance role),Retail,2024-12-15,dashboard,unverified,
873,951,951,wage_employment,17.0,Retail Associate,Retail,2025-01-06,dashboard,unverified,
874,952,952,not_placed,,,,,dashboard,unverified,Job location too far / relocation not feasible
875,953,953,wage_employment,21.0,Construction Associate,Construction,2025-09-10,dashboard,unverified,
876,954,954,wage_employment,20.0,Construction Associate,Construction,2025-08-05,dashboard,unverified,
877,955,955,wage_employment,24.0,Construction Associate,Construction,2025-08-05,dashboard,confirmed,
878,957,957,wage_employment,19.0,Construction Helper (low-relevance role),Construction,2025-08-13,dashboard,unverified,
879,958,958,wage_employment,22.0,Construction Associate,Construction,2025-08-23,dashboard,unverified,
880,959,959,self_employment,,Construction Helper (low-relevance role),Construction,2025-09-03,dashboard,unverified,
881,960,960,apprenticeship,21.0,Construction Associate,Construction,2025-09-16,dashboard,unverified,
882,961,961,not_placed,,,,,dashboard,unverified,Wage offered too low
883,962,962,self_employment,,Construction Helper (low-relevance role),Construction,2025-07-16,dashboard,confirmed,
884,963,963,wage_employment,20.0,Construction Helper (low-relevance role),Construction,2025-08-07,dashboard,unverified,
885,964,964,not_placed,,,,,dashboard,unverified,Health-related reasons
886,965,965,apprenticeship,24.0,Construction Associate,Construction,2025-08-04,dashboard,unverified,
887,966,966,wage_employment,20.0,Construction Helper (low-relevance role),Construction,2025-09-13,dashboard,confirmed,
888,967,967,not_placed,,,,,dashboard,unverified,Job location too far / relocation not feasible
889,968,968,not_placed,,,,,dashboard,unverified,No suitable openings in area
890,969,969,not_placed,,,,,dashboard,unverified,Wage offered too low
891,970,970,wage_employment,22.0,Construction Associate,Construction,2025-08-23,dashboard,unverified,
892,971,971,wage_employment,24.0,Construction Helper (low-relevance role),Construction,2025-08-28,dashboard,confirmed,
893,972,972,not_placed,,,,,dashboard,unverified,Wage offered too low
894,973,973,not_placed,,,,,dashboard,unverified,Wage offered too low
895,974,974,wage_employment,23.0,Construction Associate,Construction,2025-08-09,dashboard,confirmed,
896,975,975,wage_employment,23.0,Construction Helper (low-relevance role),Construction,2025-08-30,dashboard,disputed,
897,976,976,not_placed,,,,,dashboard,unverified,Wage offered too low
898,978,978,wage_employment,21.0,Construction Helper (low-relevance role),Construction,2025-09-08,dashboard,unverified,
899,979,979,not_placed,,,,,dashboard,unverified,Pursuing further education
900,980,980,wage_employment,21.0,Construction Helper (low-relevance role),Construction,2025-09-01,dashboard,confirmed,
901,981,981,not_placed,,,,,dashboard,unverified,Wage offered too low
902,982,982,self_employment,,Construction Associate,Construction,2025-09-14,dashboard,confirmed,
