training_id,trainee_id,course_id,provider_id,cohort_id,start_date,end_date,completion_status,assessment_score,certification_id
756,756,6,4,12,2024-09-30,2024-12-23,completed,66.1,CERT-756
757,757,6,4,12,2024-09-30,2024-12-23,dropped_out,94.8,
758,758,6,4,12,2024-09-30,2024-12-23,completed,63.0,CERT-758
759,759,6,4,12,2024-09-30,2024-12-23,completed,80.4,CERT-759
760,760,6,4,12,2024-09-30,2024-12-23,completed,94.6,CERT-760
761,761,6,4,12,2024-09-30,2024-12-23,completed,75.4,CERT-761
762,762,6,4,12,2024-09-30,2024-12-23,completed,87.8,CERT-762
763,763,6,4,12,2024-09-30,2024-12-23,completed,56.7,CERT-763
764,764,6,4,12,2024-09-30,2024-12-23,completed,74.7,CERT-764
765,765,6,4,12,2024-09-30,2024-12-23,completed,59.1,CERT-765
766,766,6,4,12,2024-09-30,2024-12-23,completed,56.5,CERT-766
767,767,6,4,12,2024-09-30,2024-12-23,dropped_out,90.2,
768,768,6,4,12,2024-09-30,2024-12-23,completed,51.2,CERT-768
769,769,6,4,12,2024-09-30,2024-12-23,completed,62.7,CERT-769
770,770,6,4,12,2024-09-30,2024-12-23,completed,59.8,CERT-770
771,771,6,4,12,2024-09-30,2024-12-23,completed,63.3,CERT-771
772,772,6,4,12,2024-09-30,2024-12-23,completed,57.3,CERT-772
773,773,6,4,12,2024-09-30,2024-12-23,completed,93.5,CERT-773
774,774,6,4,12,2024-09-30,2024-12-23,completed,76.4,CERT-774
775,775,6,4,12,2024-09-30,2024-12-23,completed,60.6,CERT-775
776,776,6,4,12,2024-09-30,2024-12-23,completed,55.2,CERT-776
777,777,6,4,12,2024-09-30,2024-12-23,completed,68.8,CERT-777
778,778,6,4,12,2024-09-30,2024-12-23,completed,94.1,CERT-778
779,779,6,4,12,2024-09-30,2024-12-23,completed,66.5,CERT-779
780,780,6,4,12,2024-09-30,2024-12-23,completed,73.7,CERT-780
781,781,6,4,12,2024-09-30,2024-12-23,completed,77.1,CERT-781
782,782,6,4,12,2024-09-30,2024-12-23,completed,68.9,CERT-782
783,783,6,4,12,2024-09-30,2024-12-23,completed,75.5,CERT-783
784,784,6,4,12,2024-09-30,2024-12-23,completed,80.2,CERT-784
785,785,6,4,12,2024-09-30,2024-12-23,completed,75.2,CERT-785
786,786,6,4,12,2024-09-30,2024-12-23,completed,53.7,CERT-786
787,787,6,4,12,2024-09-30,2024-12-23,completed,46.4,CERT-787
788,788,6,4,12,2024-09-30,2024-12-23,completed,85.1,CERT-788
789,789,6,4,12,2024-09-30,2024-12-23,completed,78.0,CERT-789
790,790,6,4,12,2024-09-30,2024-12-23,completed,53.7,CERT-790
791,791,6,4,12,2024-09-30,2024-12-23,completed,61.8,CERT-791
792,792,6,4,12,2024-09-30,2024-12-23,completed,92.2,CERT-792
793,793,6,4,12,2024-09-30,2024-12-23,completed,75.9,CERT-793
794,794,6,4,12,2024-09-30,2024-12-23,completed,88.1,CERT-794
795,795,6,4,12,2024-09-30,2024-12-23,dropped_out,55.8,
796,796,6,4,12,2024-09-30,2024-12-23,completed,60.0,CERT-796
797,797,6,4,12,2024-09-30,2024-12-23,completed,87.7,CERT-797
798,798,6,4,12,2024-09-30,2024-12-23,completed,49.6,CERT-798
799,799,6,4,12,2024-09-30,2024-12-23,completed,95.9,CERT-799
800,800,6,4,12,2024-09-30,2024-12-23,completed,83.6,CERT-800
801,801,6,4,12,2024-09-30,2024-12-23,completed,75.6,CERT-801
802,802,6,4,12,2024-09-30,2024-12-23,completed,79.2,CERT-802
803,803,6,4,12,2024-09-30,2024-12-23,completed,46.0,CERT-803
804,804,6,4,12,2024-09-30,2024-12-23,completed,56.4,CERT-804
805,805,6,4,12,2024-09-30,2024-12-23,completed,46.5,CERT-805
806,806,6,4,12,2024-09-30,2024-12-23,completed,54.2,CERT-806
807,807,6,4,12,2024-09-30,2024-12-23,completed,71.8,CERT-807
808,808,6,4,12,2024-09-30,2024-12-23,completed,90.3,CERT-808
809,809,6,4,12,2024-09-30,2024-12-23,completed,75.6,CERT-809
810,810,6,4,12,2024-09-30,2024-12-23,completed,47.6,CERT-810
811,811,6,4,12,2024-09-30,2024-12-23,completed,83.3,CERT-811
812,812,6,4,12,2024-09-30,2024-12-23,dropped_out,75.3,
813,813,6,4,12,2024-09-30,2024-12-23,completed,80.0,CERT-813
814,814,6,4,12,2024-09-30,2024-12-23,completed,45.9,CERT-814
815,815,6,4,12,2024-09-30,2024-12-23,completed,48.5,CERT-815
816,816,6,4,12,2024-09-30,2024-12-23,completed,86.1,CERT-816
817,817,7,2,13,2024-06-24,2024-09-16,completed,53.6,CERT-817
818,818,7,2,13,2024-06-24,2024-09-16,dropped_out,48.1,
819,819,7,2,13,2024-06-24,2024-09-16,completed,85.7,CERT-819
820,820,7,2,13,2024-06-24,2024-09-16,completed,87.7,CERT-820
821,821,7,2,13,2024-06-24,2024-09-16,completed,95.0,CERT-821
822,822,7,2,13,2024-06-24,2024-09-16,completed,69.5,CERT-822
823,823,7,2,13,2024-06-24,2024-09-16,completed,87.6,CERT-823
824,824,7,2,13,2024-06-24,2024-09-16,completed,68.2,CERT-824
825,825,7,2,13,2024-06-24,2024-09-16,completed,51.6,CERT-825
826,826,7,2,13,2024-06-24,2024-09-16,completed,65.9,CERT-826
827,827,7,2,13,2024-06-24,2024-09-16,completed,81.3,CERT-827
828,828,7,2,13,2024-06-24,2024-09-16,completed,95.6,CERT-828
829,829,7,2,13,2024-06-24,2024-09-16,dropped_out,69.8,
830,830,7,2,13,2024-06-24,2024-09-16,completed,66.8,CERT-830
831,831,7,2,13,2024-06-24,2024-09-16,completed,81.3,CERT-831
832,832,7,2,13,2024-06-24,2024-09-16,completed,92.6,CERT-832
833,833,7,2,13,2024-06-24,2024-09-16,completed,68.3,CERT-833
834,834,7,2,13,2024-06-24,2024-09-16,completed,72.1,CERT-834
835,835,7,2,13,2024-06-24,2024-09-16,completed,67.6,CERT-835
836,836,7,2,13,2024-06-24,2024-09-16,completed,58.2,CERT-836
837,837,7,2,13,2024-06-24,2024-09-16,completed,71.6,CERT-837
838,838,7,2,13,2024-06-24,2024-09-16,completed,97.3,CERT-838
839,839,7,2,13,2024-06-24,2024-09-16,completed,47.3,CERT-839
840,840,7,2,13,2024-06-24,2024-09-16,completed,51.7,CERT-840
841,841,7,2,13,2024-06-24,2024-09-16,completed,78.2,CERT-841
842,842,7,2,13,2024-06-24,2024-09-16,completed,75.8,CERT-842
843,843,7,2,13,2024-06-24,2024-09-16,completed,90.9,CERT-843
844,844,7,2,13,2024-06-24,2024-09-16,completed,61.7,CERT-844
845,845,7,2,13,2024-06-24,2024-09-16,completed,66.8,CERT-845
846,846,7,2,13,2024-06-24,2024-09-16,completed,90.3,CERT-846
847,847,7,2,13,2024-06-24,2024-09-16,completed,96.1,CERT-847
848,848,7,2,13,2024-06-24,2024-09-16,completed,61.7,CERT-848
849,849,7,2,13,2024-06-24,2024-09-16,completed,97.6,CERT-849
850,850,7,2,13,2024-06-24,2024-09-16,completed,57.1,CERT-850
851,851,7,2,13,2024-06-24,2024-09-16,completed,73.2,CERT-851
852,852,7,2,13,2024-06-24,2024-09-16,completed,60.1,CERT-852
853,853,7,2,13,2024-06-24,2024-09-16,completed,81.0,CERT-853
854,854,7,2,13,2024-06-24,2024-09-16,completed,92.4,CERT-854
855,855,7,2,13,2024-06-24,2024-09-16,completed,70.2,CERT-855
856,856,7,2,13,2024-06-24,2024-09-16,completed,76.6,CERT-856
857,857,7,2,13,2024-06-24,2024-09-16,dropped_out,49.7,
858,858,7,2,13,2024-06-24,2024-09-16,completed,54.3,CERT-858
859,859,7,2,13,2024-06-24,2024-09-16,completed,74.5,CERT-859
860,860,7,2,13,2024-06-24,2024-09-16,completed,49.9,CERT-860
861,861,7,2,13,2024-06-24,2024-09-16,completed,84.8,CERT-861
862,862,7,2,13,2024-06-24,2024-09-16,completed,49.0,CERT-862
863,863,7,2,13,2024-06-24,2024-09-16,completed,50.3,CERT-863
864,864,7,2,13,2024-06-24,2024-09-16,dropped_out,77.6,
865,865,7,2,13,2024-06-24,2024-09-16,completed,55.7,CERT-865
866,866,7,2,13,2024-06-24,2024-09-16,completed,46.2,CERT-866
867,867,7,2,13,2024-06-24,2024-09-16,completed,72.1,CERT-867
868,868,7,2,13,2024-06-24,2024-09-16,completed,52.3,CERT-868
869,869,7,2,13,2024-06-24,2024-09-16,completed,74.3,CERT-869
870,870,7,2,13,2024-06-24,2024-09-16,dropped_out,75.6,
871,871,7,2,13,2024-06-24,2024-09-16,completed,46.0,CERT-871
872,872,7,2,13,2024-06-24,2024-09-16,completed,95.4,CERT-872
873,873,7,2,13,2024-06-24,2024-09-16,dropped_out,48.5,
874,874,7,2,13,2024-06-24,2024-09-16,completed,75.4,CERT-874
875,875,7,2,13,2024-06-24,2024-09-16,completed,67.7,CERT-875
876,876,7,2,13,2024-06-24,2024-09-16,completed,52.2,CERT-876
877,877,7,2,13,2024-06-24,2024-09-16,completed,66.9,CERT-877
878,878,7,2,13,2024-06-24,2024-09-16,completed,88.0,CERT-878
879,879,7,2,13,2024-06-24,2024-09-16,dropped_out,67.8,
880,880,7,2,13,2024-06-24,2024-09-16,completed,94.3,CERT-880
881,881,7,2,13,2024-06-24,2024-09-16,completed,64.3,CERT-881
882,882,7,2,13,2024-06-24,2024-09-16,completed,81.4,CERT-882
883,883,7,2,13,2024-06-24,2024-09-16,completed,92.7,CERT-883
884,884,7,2,13,2024-06-24,2024-09-16,completed,69.6,CERT-884
885,885,7,9,14,2024-09-07,2024-11-30,completed,94.7,CERT-885
886,886,7,9,14,2024-09-07,2024-11-30,completed,78.2,CERT-886
887,887,7,9,14,2024-09-07,2024-11-30,completed,84.8,CERT-887
888,888,7,9,14,2024-09-07,2024-11-30,completed,46.8,CERT-888
889,889,7,9,14,2024-09-07,2024-11-30,completed,82.0,CERT-889
890,890,7,9,14,2024-09-07,2024-11-30,completed,85.2,CERT-890
891,891,7,9,14,2024-09-07,2024-11-30,completed,48.9,CERT-891
892,892,7,9,14,2024-09-07,2024-11-30,dropped_out,85.5,
893,893,7,9,14,2024-09-07,2024-11-30,completed,53.0,CERT-893
894,894,7,9,14,2024-09-07,2024-11-30,completed,45.3,CERT-894
895,895,7,9,14,2024-09-07,2024-11-30,completed,75.0,CERT-895
896,896,7,9,14,2024-09-07,2024-11-30,completed,57.0,CERT-896
897,897,7,9,14,2024-09-07,2024-11-30,completed,87.1,CERT-897
898,898,7,9,14,2024-09-07,2024-11-30,completed,81.4,CERT-898
899,899,7,9,14,2024-09-07,2024-11-30,dropped_out,96.9,
900,900,7,9,14,2024-09-07,2024-11-30,completed,87.6,CERT-900
901,901,7,9,14,2024-09-07,2024-11-30,dropped_out,49.7,
902,902,7,9,14,2024-09-07,2024-11-30,completed,94.0,CERT-902
903,903,7,9,14,2024-09-07,2024-11-30,completed,80.7,CERT-903
904,904,7,9,14,2024-09-07,2024-11-30,completed,59.7,CERT-904
905,905,7,9,14,2024-09-07,2024-11-30,completed,90.1,CERT-905
906,906,7,9,14,2024-09-07,2024-11-30,completed,66.1,CERT-906
907,907,7,9,14,2024-09-07,2024-11-30,completed,46.5,CERT-907
908,908,7,9,14,2024-09-07,2024-11-30,completed,82.1,CERT-908
909,909,7,9,14,2024-09-07,2024-11-30,dropped_out,75.8,
910,910,7,9,14,2024-09-07,2024-11-30,completed,67.9,CERT-910
911,911,7,9,14,2024-09-07,2024-11-30,completed,63.2,CERT-911
912,912,7,9,14,2024-09-07,2024-11-30,completed,76.5,CERT-912
913,913,7,9,14,2024-09-07,2024-11-30,completed,93.1,CERT-913
914,914,7,9,14,2024-09-07,2024-11-30,completed,63.0,CERT-914
915,915,7,9,14,2024-09-07,2024-11-30,completed,74.9,CERT-915
916,916,7,9,14,2024-09-07,2024-11-30,completed,51.7,CERT-916
917,917,7,9,14,2024-09-07,2024-11-30,completed,76.2,CERT-917
918,918,7,9,14,2024-09-07,2024-11-30,dropped_out,79.2,
919,919,7,9,14,2024-09-07,2024-11-30,completed,52.5,CERT-919
920,920,7,9,14,2024-09-07,2024-11-30,completed,91.4,CERT-920
921,921,7,9,14,2024-09-07,2024-11-30,completed,66.2,CERT-921
922,922,7,9,14,2024-09-07,2024-11-30,completed,80.1,CERT-922
923,923,7,9,14,2024-09-07,2024-11-30,completed,56.5,CERT-923
924,924,7,9,14,2024-09-07,2024-11-30,completed,52.9,CERT-924
925,925,7,9,14,2024-09-07,2024-11-30,completed,65.6,CERT-925
926,926,7,9,14,2024-09-07,2024-11-30,completed,85.4,CERT-926
927,927,7,9,14,2024-09-07,2024-11-30,completed,95.8,CERT-927
928,928,7,9,14,2024-09-07,2024-11-30,dropped_out,80.5,
929,929,7,9,14,2024-09-07,2024-11-30,completed,62.2,CERT-929
930,930,7,9,14,2024-09-07,2024-11-30,completed,59.2,CERT-930
931,931,7,9,14,2024-09-07,2024-11-30,completed,83.6,CERT-931
932,932,7,9,14,2024-09-07,2024-11-30,completed,80.8,CERT-932
933,933,7,9,14,2024-09-07,2024-11-30,completed,47.4,CERT-933
934,934,7,9,14,2024-09-07,2024-11-30,completed,80.3,CERT-934
935,935,7,9,14,2024-09-07,2024-11-30,completed,74.9,CERT-935
936,936,7,9,14,2024-09-07,2024-11-30,completed,81.9,CERT-936
937,937,7,9,14,2024-09-07,2024-11-30,completed,63.5,CERT-937
938,938,7,9,14,2024-09-07,2024-11-30,completed,75.5,CERT-938
939,939,7,9,14,2024-09-07,2024-11-30,completed,51.1,CERT-939
940,940,7,9,14,2024-09-07,2024-11-30,completed,65.2,CERT-940
941,941,7,9,14,2024-09-07,2024-11-30,completed,77.3,CERT-941
942,942,7,9,14,2024-09-07,2024-11-30,completed,62.3,CERT-942
943,943,7,9,14,2024-09-07,2024-11-30,completed,73.6,CERT-943
944,944,7,9,14,2024-09-07,2024-11-30,completed,55.0,CERT-944
945,945,7,9,14,2024-09-07,2024-11-30,dropped_out,62.5,
946,946,7,9,14,2024-09-07,2024-11-30,completed,57.2,CERT-946
947,947,7,9,14,2024-09-07,2024-11-30,completed,54.0,CERT-947
948,948,7,9,14,2024-09-07,2024-11-30,completed,70.2,CERT-948
949,949,7,9,14,2024-09-07,2024-11-30,completed,47.7,CERT-949
950,950,7,9,14,2024-09-07,2024-11-30,completed,85.8,CERT-950
951,951,7,9,14,2024-09-07,2024-11-30,completed,94.4,CERT-951
952,952,7,9,14,2024-09-07,2024-11-30,completed,58.8,CERT-952
953,953,8,3,15,2025-04-18,2025-07-11,completed,88.3,CERT-953
954,954,8,3,15,2025-04-18,2025-07-11,completed,92.9,CERT-954
955,955,8,3,15,2025-04-18,2025-07-11,completed,77.0,CERT-955
956,956,8,3,15,2025-04-18,2025-07-11,dropped_out,65.0,
957,957,8,3,15,2025-04-18,2025-07-11,completed,74.2,CERT-957
958,958,8,3,15,2025-04-18,2025-07-11,completed,91.1,CERT-958
959,959,8,3,15,2025-04-18,2025-07-11,completed,61.6,CERT-959
960,960,8,3,15,2025-04-18,2025-07-11,completed,58.4,CERT-960
961,961,8,3,15,2025-04-18,2025-07-11,completed,84.5,CERT-961
962,962,8,3,15,2025-04-18,2025-07-11,completed,55.2,CERT-962
963,963,8,3,15,2025-04-18,2025-07-11,completed,69.2,CERT-963
964,964,8,3,15,2025-04-18,2025-07-11,completed,58.1,CERT-964
965,965,8,3,15,2025-04-18,2025-07-11,completed,71.8,CERT-965
966,966,8,3,15,2025-04-18,2025-07-11,completed,88.1,CERT-966
967,967,8,3,15,2025-04-18,2025-07-11,completed,85.5,CERT-967
968,968,8,3,15,2025-04-18,2025-07-11,completed,77.7,CERT-968
969,969,8,3,15,2025-04-18,2025-07-11,completed,80.6,CERT-969
970,970,8,3,15,2025-04-18,2025-07-11,completed,78.3,CERT-970
971,971,8,3,15,2025-04-18,2025-07-11,completed,69.5,CERT-971
972,972,8,3,15,2025-04-18,2025-07-11,completed,51.3,CERT-972
973,973,8,3,15,2025-04-18,2025-07-11,completed,60.4,CERT-973
974,974,8,3,15,2025-04-18,2025-07-11,completed,50.5,CERT-974
975,975,8,3,15,2025-04-18,2025-07-11,completed,85.3,CERT-975
976,976,8,3,15,2025-04-18,2025-07-11,completed,91.5,CERT-976
977,977,8,3,15,2025-04-18,2025-07-11,dropped_out,59.4,
978,978,8,3,15,2025-04-18,2025-07-11,completed,94.7,CERT-978
979,979,8,3,15,2025-04-18,2025-07-11,completed,56.4,CERT-979
980,980,8,3,15,2025-04-18,2025-07-11,completed,92.7,CERT-980
981,981,8,3,15,2025-04-18,2025-07-11,completed,88.9,CERT-981
982,982,8,3,15,2025-04-18,2025-07-11,completed,94.3,CERT-982
983,983,8,3,15,2025-04-18,2025-07-11,completed,51.1,CERT-983
984,984,8,3,15,2025-04-18,2025-07-11,completed,82.2,CERT-984
985,985,8,3,15,2025-04-18,2025-07-11,dropped_out,57.3,
986,986,8,3,15,2025-04-18,2025-07-11,completed,73.1,CERT-986
987,987,8,3,15,2025-04-18,2025-07-11,completed,61.2,CERT-987
988,988,8,3,15,2025-04-18,2025-07-11,completed,52.2,CERT-988
989,989,8,3,15,2025-04-18,2025-07-11,dropped_out,76.1,
990,990,8,3,15,2025-04-18,2025-07-11,completed,73.2,CERT-990
991,991,8,3,15,2025-04-18,2025-07-11,completed,81.2,CERT-991
992,992,8,3,15,2025-04-18,2025-07-11,completed,51.7,CERT-992
993,993,8,3,15,2025-04-18,2025-07-11,completed,58.9,CERT-993
994,994,8,3,15,2025-04-18,2025-07-11,completed,75.6,CERT-994
995,995,8,3,15,2025-04-18,2025-07-11,completed,92.0,CERT-995
996,996,8,3,15,2025-04-18,2025-07-11,completed,46.1,CERT-996
997,997,8,3,15,2025-04-18,2025-07-11,completed,73.2,CERT-997
998,998,8,3,15,2025-04-18,2025-07-11,completed,57.9,CERT-998
999,999,8,3,15,2025-04-18,2025-07-11,completed,63.5,CERT-999
1000,1000,8,3,15,2025-04-18,2025-07-11,completed,48.2,CERT-1000
1001,1001,8,3,15,2025-04-18,2025-07-11,completed,89.4,CERT-1001
1002,1002,8,3,15,2025-04-18,2025-07-11,completed,67.4,CERT-1002
1003,1003,8,3,15,2025-04-18,2025-07-11,completed,49.4,CERT-1003
1004,1004,8,3,15,2025-04-18,2025-07-11,completed,81.9,CERT-1004
1005,1005,8,3,15,2025-04-18,2025-07-11,completed,59.1,CERT-1005
1006,1006,8,3,15,2025-04-18,2025-07-11,completed,96.9,CERT-1006
1007,1007,8,3,15,2025-04-18,2025-07-11,completed,73.4,CERT-1007
1008,1008,8,3,15,2025-04-18,2025-07-11,completed,63.6,CERT-1008
1009,1009,8,3,15,2025-04-18,2025-07-11,completed,71.0,CERT-1009
1010,1010,8,3,15,2025-04-18,2025-07-11,completed,84.6,CERT-1010
1011,1011,8,3,15,2025-04-18,2025-07-11,completed,68.8,CERT-1011
1012,1012,8,3,15,2025-04-18,2025-07-11,completed,63.5,CERT-1012
1013,1013,8,3,15,2025-04-18,2025-07-11,completed,63.9,CERT-1013
1014,1014,8,3,15,2025-04-18,2025-07-11,completed,84.0,CERT-1014
1015,1015,8,3,15,2025-04-18,2025-07-11,completed,65.2,CERT-1015
1016,1016,8,3,15,2025-04-18,2025-07-11,completed,75.9,CERT-1016
1017,1017,8,3,15,2025-04-18,2025-07-11,completed,50.0,CERT-1017
1018,1018,8,3,15,2025-04-18,2025-07-11,completed,58.0,CERT-1018
1019,1019,8,3,15,2025-04-18,2025-07-11,completed,70.1,CERT-1019
1020,1020,8,3,15,2025-04-18,2025-07-11,completed,47.0,CERT-1020
1021,1021,8,7,16,2024-10-03,2024-12-26,completed,59.3,CERT-1021
1022,1022,8,7,16,2024-10-03,2024-12-26,completed,86.6,CERT-1022
1023,1023,8,7,16,2024-10-03,2024-12-26,completed,95.4,CERT-1023
1024,1024,8,7,16,2024-10-03,2024-12-26,completed,84.4,CERT-1024
1025,1025,8,7,16,2024-10-03,2024-12-26,dropped_out,72.6,
1026,1026,8,7,16,2024-10-03,2024-12-26,completed,87.3,CERT-1026
1027,1027,8,7,16,2024-10-03,2024-12-26,completed,65.6,CERT-1027
1028,1028,8,7,16,2024-10-03,2024-12-26,completed,96.0,CERT-1028
1029,1029,8,7,16,2024-10-03,2024-12-26,completed,79.1,CERT-1029
1030,1030,8,7,16,2024-10-03,2024-12-26,completed,62.2,CERT-1030
1031,1031,8,7,16,2024-10-03,2024-12-26,completed,78.3,CERT-1031
1032,1032,8,7,16,2024-10-03,2024-12-26,completed,46.7,CERT-1032
1033,1033,8,7,16,2024-10-03,2024-12-26,dropped_out,84.0,
1034,1034,8,7,16,2024-10-03,2024-12-26,completed,83.4,CERT-1034
1035,1035,8,7,16,2024-10-03,2024-12-26,completed,90.2,CERT-1035
1036,1036,8,7,16,2024-10-03,2024-12-26,completed,80.4,CERT-1036
1037,1037,8,7,16,2024-10-03,2024-12-26,completed,60.6,CERT-1037
1038,1038,8,7,16,2024-10-03,2024-12-26,completed,67.9,CERT-1038
1039,1039,8,7,16,2024-10-03,2024-12-26,completed,56.9,CERT-1039
1040,1040,8,7,16,2024-10-03,2024-12-26,completed,59.7,CERT-1040
1041,1041,8,7,16,2024-10-03,2024-12-26,completed,50.2,CERT-1041
1042,1042,8,7,16,2024-10-03,2024-12-26,completed,79.0,CERT-1042
1043,1043,8,7,16,2024-10-03,2024-12-26,completed,76.3,CERT-1043
1044,1044,8,7,16,2024-10-03,2024-12-26,completed,78.3,CERT-1044
1045,1045,8,7,16,2024-10-03,2024-12-26,completed,46.5,CERT-1045
1046,1046,8,7,16,2024-10-03,2024-12-26,completed,80.9,CERT-1046
1047,1047,8,7,16,2024-10-03,2024-12-26,completed,73.4,CERT-1047
1048,1048,8,7,16,2024-10-03,2024-12-26,completed,96.1,CERT-1048
1049,1049,8,7,16,2024-10-03,2024-12-26,completed,89.5,CERT-1049
1050,1050,8,7,16,2024-10-03,2024-12-26,completed,56.5,CERT-1050
1051,1051,8,7,16,2024-10-03,2024-12-26,completed,87.9,CERT-1051
1052,1052,8,7,16,2024-10-03,2024-12-26,completed,48.8,CERT-1052
1053,1053,8,7,16,2024-10-03,2024-12-26,completed,74.2,CERT-1053
1054,1054,8,7,16,2024-10-03,2024-12-26,completed,89.7,CERT-1054
1055,1055,8,7,16,2024-10-03,2024-12-26,completed,92.1,CERT-1055
1056,1056,8,7,16,2024-10-03,2024-12-26,completed,52.6,CERT-1056
1057,1057,8,7,16,2024-10-03,2024-12-26,completed,81.7,CERT-1057
1058,1058,8,7,16,2024-10-03,2024-12-26,completed,84.3,CERT-1058
1059,1059,8,7,16,2024-10-03,2024-12-26,completed,81.1,CERT-1059
1060,1060,8,7,16,2024-10-03,2024-12-26,completed,63.0,CERT-1060
1061,1061,8,7,16,2024-10-03,2024-12-26,completed,50.7,CERT-1061
1062,1062,8,7,16,2024-10-03,2024-12-26,completed,92.2,CERT-1062
1063,1063,8,7,16,2024-10-03,2024-12-26,completed,56.9,CERT-1063
1064,1064,8,7,16,2024-10-03,2024-12-26,completed,56.6,CERT-1064
1065,1065,8,7,16,2024-10-03,2024-12-26,completed,75.3,CERT-1065
1066,1066,8,7,16,2024-10-03,2024-12-26,dropped_out,89.0,
1067,1067,8,7,16,2024-10-03,2024-12-26,completed,69.0,CERT-1067
1068,1068,8,7,16,2024-10-03,2024-12-26,completed,85.9,CERT-1068
1069,1069,8,7,16,2024-10-03,2024-12-26,completed,73.7,CERT-1069
1070,1070,8,7,16,2024-10-03,2024-12-26,completed,54.2,CERT-1070
1071,1071,8,7,16,2024-10-03,2024-12-26,completed,87.7,CERT-1071
1072,1072,8,7,16,2024-10-03,2024-12-26,completed,65.9,CERT-1072
1073,1073,8,7,16,2024-10-03,2024-12-26,completed,96.2,CERT-1073
1074,1074,8,7,16,2024-10-03,2024-12-26,completed,64.7,CERT-1074
1075,1075,8,7,16,2024-10-03,2024-12-26,completed,90.2,CERT-1075
1076,1076,8,7,16,2024-10-03,2024-12-26,completed,67.6,CERT-1076
1077,1077,8,7,16,2024-10-03,2024-12-26,completed,47.6,CERT-1077
1078,1078,8,7,16,2024-10-03,2024-12-26,completed,77.1,CERT-1078
1079,1079,8,7,16,2024-10-03,2024-12-26,completed,78.6,CERT-1079
1080,1080,8,7,16,2024-10-03,2024-12-26,completed,64.0,CERT-1080
1081,1081,8,7,16,2024-10-03,2024-12-26,completed,59.6,CERT-1081
1082,1082,8,7,16,2024-10-03,2024-12-26,completed,73.7,CERT-1082
1083,1083,8,7,16,2024-10-03,2024-12-26,completed,46.0,CERT-1083
1084,1084,8,7,16,2024-10-03,2024-12-26,completed,85.3,CERT-1084
1085,1085,8,7,16,2024-10-03,2024-12-26,completed,49.6,CERT-1085
1086,1086,8,7,16,2024-10-03,2024-12-26,completed,89.1,CERT-1086
1087,1087,8,7,16,2024-10-03,2024-12-26,completed,73.6,CERT-1087
1088,1088,8,7,16,2024-10-03,2024-12-26,completed,82.8,CERT-1088
1089,1089,9,9,17,2024-08-12,2024-11-04,completed,59.6,CERT-1089
1090,1090,9,9,17,2024-08-12,2024-11-04,completed,92.4,CERT-1090
1091,1091,9,9,17,2024-08-12,2024-11-04,completed,47.2,CERT-1091
1092,1092,9,9,17,2024-08-12,2024-11-04,completed,65.1,CERT-1092
1093,1093,9,9,17,2024-08-12,2024-11-04,completed,72.3,CERT-1093
1094,1094,9,9,17,2024-08-12,2024-11-04,completed,91.3,CERT-1094
1095,1095,9,9,17,2024-08-12,2024-11-04,completed,57.4,CERT-1095
1096,1096,9,9,17,2024-08-12,2024-11-04,completed,67.6,CERT-1096
1097,1097,9,9,17,2024-08-12,2024-11-04,completed,60.7,CERT-1097
1098,1098,9,9,17,2024-08-12,2024-11-04,completed,94.0,CERT-1098
1099,1099,9,9,17,2024-08-12,2024-11-04,dropped_out,70.6,
1100,1100,9,9,17,2024-08-12,2024-11-04,completed,86.9,CERT-1100
1101,1101,9,9,17,2024-08-12,2024-11-04,completed,92.1,CERT-1101
1102,1102,9,9,17,2024-08-12,2024-11-04,completed,61.7,CERT-1102
1103,1103,9,9,17,2024-08-12,2024-11-04,completed,51.3,CERT-1103
1104,1104,9,9,17,2024-08-12,2024-11-04,completed,95.0,CERT-1104
1105,1105,9,9,17,2024-08-12,2024-11-04,completed,74.8,CERT-1105
1106,1106,9,9,17,2024-08-12,2024-11-04,completed,61.0,CERT-1106
1107,1107,9,9,17,2024-08-12,2024-11-04,completed,77.4,CERT-1107
1108,1108,9,9,17,2024-08-12,2024-11-04,completed,71.6,CERT-1108
1109,1109,9,9,17,2024-08-12,2024-11-04,completed,63.2,CERT-1109
1110,1110,9,9,17,2024-08-12,2024-11-04,completed,75.8,CERT-1110
1111,1111,9,9,17,2024-08-12,2024-11-04,completed,68.8,CERT-1111
1112,1112,9,9,17,2024-08-12,2024-11-04,completed,85.8,CERT-1112
1113,1113,9,9,17,2024-08-12,2024-11-04,completed,72.4,CERT-1113
1114,1114,9,9,17,2024-08-12,2024-11-04,completed,49.7,CERT-1114
1115,1115,9,9,17,2024-08-12,2024-11-04,completed,87.6,CERT-1115
1116,1116,9,9,17,2024-08-12,2024-11-04,completed,76.5,CERT-1116
1117,1117,9,9,17,2024-08-12,2024-11-04,completed,49.3,CERT-1117
1118,1118,9,9,17,2024-08-12,2024-11-04,completed,60.6,CERT-1118
1119,1119,9,9,17,2024-08-12,2024-11-04,completed,58.2,CERT-1119
1120,1120,9,9,17,2024-08-12,2024-11-04,completed,54.9,CERT-1120
1121,1121,9,9,17,2024-08-12,2024-11-04,completed,68.9,CERT-1121
1122,1122,9,9,17,2024-08-12,2024-11-04,completed,79.9,CERT-1122
1123,1123,9,9,17,2024-08-12,2024-11-04,completed,65.3,CERT-1123
